GENE             CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT            P
ENSG00000116288    1    8014351    8045565     29       3  5800      0.28567      0.38757
ENSG00000284747    1    8051194    8065372     19       2  5970      -0.2302      0.59103
ENSG00000116285    1    8064464    8086368     24       3  5969     -0.62689      0.73463
ENSG00000238290    1    8086798    8182762    105       6  5801      0.48852      0.31259
ENSG00000227634    1    8262489    8275270     17       3  5637       -1.339      0.90971
ENSG00000233645    1    8278250    8280589     17       2  5552       -1.064      0.85633
ENSG00000162426    1    8377886    8404227     34       4  5826      0.34945      0.36337
ENSG00000142599    1    8412457    8877702    429      12  5981       0.3776      0.35286
ENSG00000232912    1    8484705    8494898     11       2  6074      0.92609       0.1772
ENSG00000074800    1    8921059    8939309     20       3  5968      -1.0665       0.8569
ENSG00000230679    1    8938894    8939953      2       1  6006      -0.8309      0.79699
ENSG00000131686    1    9005926    9035151     27       6  5447      0.66528      0.25294
ENSG00000197241    1    9063359    9086404      6       2  5414      0.20719      0.41793
ENSG00000142583    1    9095166    9148537     57       7  5912       1.1977      0.11551
ENSG00000180758    1    9160364    9189229     39       3  5889       0.5383      0.29518
ENSG00000228526    1    9208070    9258965     29       3  5892       0.2618      0.39674
ENSG00000234546    1    9242063    9256343     23       2  5949     -0.99175      0.83934
ENSG00000049239    1    9294834    9331396     39       4  5886    -0.036218      0.51445
ENSG00000171621    1    9352939    9429591     53       8  5652     -0.78898      0.78494
ENSG00000284693    1    9485153    9500623     44       4  5717      0.43357       0.3323
ENSG00000171612    1    9599541    9645237     30       1  5910       1.3137     0.094469
ENSG00000188807    1    9648980    9674931     16       2  5783       1.4075     0.079639
ENSG00000171608    1    9711790    9789172     27       4  5524     -0.19923      0.57896
ENSG00000179840    1    9712668    9714644      4       1  5479     -0.68188      0.75234
ENSG00000231789    1    9732484    9747613     13       1  5793      0.19398      0.42309
ENSG00000171603    1    9789084    9884584     65       3  5297      0.16651      0.43388
ENSG00000178585    1    9908334    9970394     21       1  5718       2.4814    0.0065432
ENSG00000223989    1    9908376    9910212      2       1  5453       2.4893    0.0064001
ENSG00000162441    1    9982171   10003465     23       3  5624      0.62997      0.26436
ENSG00000173614    1   10003486   10045559     33       2  5553        1.075      0.14119
ENSG00000162444    1   10057264   10076078     16       2  5590       0.3287      0.37119
ENSG00000130939    1   10092890   10241297     35       6  5461      0.27043      0.39342
ENSG00000054523    1   10270863   10441661    224       5  6053      0.68908      0.24539
ENSG00000284735    1   10441964   10447207      8       2  5882      0.60259      0.27339
ENSG00000142657    1   10458649   10480201     24       2  5797      0.10033      0.46004
ENSG00000271989    1   10489938   10490734      2       1  6142     -0.35797      0.63982
ENSG00000251503    1   10490159   10512210     20       2  5969     -0.84921      0.80212
ENSG00000160049    1   10516579   10532583      7       1  6012      0.10981      0.45628
ENSG00000142655    1   10532345   10690815    220      13  6004      0.14136      0.44379
ENSG00000130940    1   10696661   10856707     42       8  5448     -0.26205      0.60336
ENSG00000272078    1   10699298   10714390     11       1  5415     -0.56617      0.71436
ENSG00000175262    1   11006528   11042094     42       2  5779     0.075124      0.47006
ENSG00000120948    1   11072401   11086477     15       1  5785     -0.66918      0.74831
ENSG00000277726    1   11072719   11090585     19       1  5802     -0.64606      0.74088
ENSG00000009724    1   11086580   11107290     24       2  5752      -1.1994      0.88481
ENSG00000116649    1   11114641   11120081      2       1  5918      0.98038      0.16345
ENSG00000171824    1   11126675   11159938     28       1  5977      0.94675      0.17188
ENSG00000226849    1   11128528   11133154     12       1  6005      0.95343      0.17019
ENSG00000230337    1   11159732   11162157      1       1  5792        1.146       0.1259
ENSG00000198793    1   11166592   11322564     91       2  5848      0.22166      0.41229
ENSG00000225602    1   11203955   11209594      2       1  5970       1.1102      0.13345
ENSG00000120942    1   11333263   11356106      1       1  4769      0.33185         0.37
ENSG00000204624    1   11539223   11597641     72       7  5600       1.9036     0.028482
ENSG00000235643    1   11669588   11673412      1       1  5402      -0.1022       0.5407
ENSG00000284708    1   11683615   11703473      3       1  5247    -0.059315      0.52365
ENSG00000116661    1   11697075   11715842      2       1  5343     -0.27373      0.60785
ENSG00000132879    1   11714432   11723384      1       1  5174       1.5137      0.06505
ENSG00000116670    1   11734537   11751707      6       2  5216      0.16789      0.43333
ENSG00000162490    1   11751786   11785914     14       3  5618       1.0641      0.14365
ENSG00000177674    1   11796141   11814859      4       1  5632     -0.85509      0.80375
ENSG00000215910    1   11821844   11849642    135       9  5769     -0.15563      0.56184
ENSG00000177553    1   11837134   11839676     24       3  5718     -0.22729       0.5899
ENSG00000177000    1   11845780   11866977     74       9  5589     -0.13237      0.55265
ENSG00000011021    1   11866153   11903201    182      12  5602     -0.55555      0.71074
ENSG00000242349    1   11901074   11908136     29       5  5416          0.4      0.34458
ENSG00000175206    1   11905766   11908402     15       4  5311      0.53604      0.29597
ENSG00000116685    1   11979648   11986485     16       4  5459     -0.45852      0.67671
ENSG00000083444    1   11994262   12035595     62       6  5311     -0.56503      0.71397
ENSG00000116688    1   12040238   12073571     55       5  5082     -0.50866       0.6945
ENSG00000116691    1   12079523   12092102     16       3  5041     -0.75987      0.77633
ENSG00000120949    1   12123434   12204264     24       7  5278       0.4638       0.3214
ENSG00000028137    1   12227060   12269285     20       2  5833     0.029011      0.48843
ENSG00000048707    1   12290089   12572099     45       3  5060       -1.154      0.87575
ENSG00000162496    1   12627939   12677737     48       8  5787    -0.040585      0.51619
ENSG00000188984    1   12776118   12788726     27       2  5441     -0.67728      0.75089
ENSG00000157330    1   12806163   12823847     16       1  5429      -1.2851      0.90062
ENSG00000116726    1   12834984   12838049      2       1  5513      -1.3847      0.91693
ENSG00000162494    1   13801445   13840543     18       4  5545      0.92517      0.17744
ENSG00000162493    1   13909960   13944452     33       7  5687     -0.43167      0.66701
ENSG00000237445    1   13983806   13986405      3       1  5324       1.2447      0.10662
ENSG00000116731    1   14026693   14151574    113      10  5676      -1.1872      0.88243
ENSG00000189337    1   14219287   15444539   1476     138  5704       1.0185      0.15422
ENSG00000231606    1   14548386   14549613      1       1  6066     -0.23965       0.5947
ENSG00000234593    1   14675450   14718071     10       3  5665     0.010832      0.49568
ENSG00000175147    1   15438311   15478960     78       6  5955     -0.84605      0.80124
ENSG00000171729    1   15479028   15546976    255      17  5833      0.43991         0.33
ENSG00000204464    1   15490840   15497813     17       3  5954      0.54164      0.29403
ENSG00000142621    1   15573768   15726779    203      14  5756       0.6199      0.26766
ENSG00000233485    1   15653176   15670372      6       2  5027    -0.077354      0.53083
ENSG00000228140    1   15729475   15735929      8       1  6064      0.82754      0.20397
ENSG00000162438    1   15764935   15775737      2       1  5457      -1.0583      0.85505
ENSG00000142615    1   15783223   15798586     20       2  5915      -1.7552      0.96039
ENSG00000215704    1   15792404   15817895     35       4  5614      0.26009       0.3974
ENSG00000132906    1   15817327   15853029    104       5  5610     0.064299      0.47437
ENSG00000116138    1   15853308   15918874    140       6  5651      0.36173      0.35878
ENSG00000272510    1   15892106   15892451      1       1  6081      0.61766       0.2684
ENSG00000116771    1   15898848   15911605     40       3  5585       0.1036      0.45874
ENSG00000237301    1   15912631   15930121     75       3  5800      0.92251      0.17813
ENSG00000197312    1   15943995   15995539     93       3  5888      0.98094      0.16331
ENSG00000116786    1   16010827   16061264    104       6  5761      0.30801      0.37904
ENSG00000237938    1   16046807   16063391     24       3  5868       1.2987     0.097032
ENSG00000162461    1   16062900   16067891      3       1  5956       1.2888      0.09874
ENSG00000224459    1   16066546   16076391      8       3  5124       0.2057      0.41851
ENSG00000162460    1   16068917   16074477      4       1  4952      -1.0881      0.86172
ENSG00000162458    1   16083102   16113089     33       3  5643     0.053609      0.47862
ENSG00000233954    1   16133664   16135843      8       1  5369      -2.1575      0.98452
ENSG00000179743    1   16160969   16174642     32       5  5393     -0.22171      0.58773
ENSG00000065526    1   16174359   16266955    113      11  5471     -0.11861      0.54721
ENSG00000116809    1   16268364   16302627     45       9  5522     -0.19966      0.57913
ENSG00000183888    1   16330731   16335302     10       3  5546      -1.2202       0.8888
ENSG00000173641    1   16340523   16346089     42       4  5851      -1.2755      0.89893
ENSG00000186510    1   16345370   16360545     43       7  5669      -1.2137      0.88758
ENSG00000184908    1   16370231   16383803     33       1  5572     -0.46515      0.67909
ENSG00000185519    1   16384264   16400127      9       2  5225      -1.2292       0.8905
ENSG00000142627    1   16450832   16482582     15       3  5510     -0.36791      0.64353
ENSG00000142632    1   16524349   16539104     41       3  5871      -1.0074      0.84314
ENSG00000132881    1   16558195   16563657      7       2  5816     0.091808      0.46343
ENSG00000037637    1   16573334   16678949    171       6  5761     -0.27776       0.6094
ENSG00000055070    1   16679070   16724640     73       5  5662      -1.2521      0.89473
ENSG00000187144    1   16713612   16763919     51       6  5670     -0.74555      0.77203
ENSG00000157191    1   16767167   16786573     13       1  6080    0.0040942      0.49837
ENSG00000226029    1   16787443   16794976     10       1  6070     0.055337      0.47793
ENSG00000058453    1   17066768   17299474      5       1  5094     -0.91661      0.82033
ENSG00000117122    1   17300997   17307330      5       2  5887      -1.3436      0.91046
ENSG00000226526    1   17305421   17331586     26       4  5952     -0.61538      0.73085
ENSG00000159363    1   17312453   17338423     27       4  5959     -0.49744      0.69056
ENSG00000117118    1   17345217   17380665     74       5  5568    -0.070982      0.52829
ENSG00000117115    1   17393256   17445930    168       6  5901      0.10154      0.45956
ENSG00000204362    1   17516278   17524112     10       1  5721      -1.3944      0.91841
ENSG00000142623    1   17531621   17572500     21       5  5728     -0.67599      0.75048
ENSG00000142619    1   17575593   17610728     76       9  5490      0.58775      0.27835
ENSG00000159339    1   17634690   17690499    126       6  5468       0.3434      0.36565
ENSG00000276747    1   17698691   17728195    115       8  5937      0.95633      0.16945
ENSG00000227751    1   17733256   17733878      1       1  6070      0.67449         0.25
ENSG00000179051    1   17733256   17766220     48       5  5706       1.1517      0.12472
ENSG00000074964    1   17866330   18024369     73       4  5730      0.84282      0.19966
ENSG00000236648    1   18044182   18076473     24       2  5846      -1.2667      0.89737
ENSG00000117148    1   18081808   18153558    105       8  5581     -0.77626       0.7812
ENSG00000284653    1   18342206   18372106    101       9  5686      -1.5159      0.93523
ENSG00000261781    1   18392151   18400906     13       4  5210      -1.2063      0.88614
ENSG00000117154    1   18434240   18704977    259      36  5745     -0.50537      0.69335
ENSG00000230035    1   18493423   18505840      1       1  4921       2.0898      0.01832
ENSG00000179023    1   18807476   18812620     22       4  5629       1.3614     0.086694
ENSG00000009709    1   18957500   19075360     38       7  5655      0.48338      0.31441
ENSG00000179002    1   19166093   19186176     40       4  5775      0.75926      0.22385
ENSG00000255275    1   19175767   19247615     42       5  4423       1.1145      0.13253
ENSG00000169991    1   19230775   19283180     77      10  5777      -1.0254      0.84741
ENSG00000127481    1   19401000   19536770    153       8  5940       1.6589     0.048571
ENSG00000230424    1   19536995   19567198     40       3  5763      0.73822      0.23019
ENSG00000127463    1   19542158   19578046     51       4  5744      0.77312      0.21973
ENSG00000053372    1   19578033   19586622     34       4  5564     -0.11124      0.54429
ENSG00000162482    1   19609052   19615744     10       3  5469      0.42197      0.33652
ENSG00000053371    1   19630459   19638640      9       4  5463       1.2995     0.096882
ENSG00000040487    1   19638820   19655794     49       5  5843     -0.23844      0.59423
ENSG00000077549    1   19665270   19812033    328      12  6000      0.66636      0.25259
ENSG00000235185    1   19918296   19923326      9       2  5555    -0.076635      0.53054
ENSG00000158747    1   19923473   19984949     93      13  5773       1.4634     0.071681
ENSG00000158748    1   19991780   20006055     22       3  5980      0.10942      0.45644
ENSG00000162542    1   20008706   20126438     83      10  5832     -0.23806      0.59408
ENSG00000235434    1   20140860   20145995     16       3  5630     -0.20534      0.58135
ENSG00000169914    1   20209006   20239438     35       4  5488      -1.1131      0.86716
ENSG00000188784    1   20246502   20250110      8       1  5735      0.67972      0.24834
ENSG00000188257    1   20301924   20306909      3       1  5703      -2.1982      0.98603
ENSG00000127472    1   20354672   20417683    126      13  5712        -1.12      0.86864
ENSG00000117215    1   20438432   20446059      1       1  5202     -0.39452       0.6534
ENSG00000227066    1   20480831   20487061      2       1  5812       2.1122     0.017335
ENSG00000187980    1   20487746   20503917     30       5  5909       1.4134     0.078773
ENSG00000225986    1   20510735   20512979      3       1  5747     -0.20209      0.58008
ENSG00000162543    1   20512578   20522541      4       1  5942     -0.15227      0.56051
ENSG00000158816    1   20617412   20681387    168      18  5705      -1.4223      0.92253
ENSG00000226664    1   20620704   20649680     76      12  5674      -0.9003      0.81602
ENSG00000236963    1   20687072   20757727     95      12  5794      -1.3139      0.90556
ENSG00000284641    1   20802715   20805430      1       1  5232     -0.48708       0.6869
ENSG00000090432    1   20825941   20834654      5       2  5855      0.70284      0.24108
ENSG00000183114    1   20878932   20881503      3       1  6082       0.7446      0.22826
ENSG00000158825    1   20915441   20945401    101      13  5828     -0.35068      0.63709
ENSG00000158828    1   20959948   20978004     57       6  5966     -0.80531      0.78968
ENSG00000117242    1   20969150   20978686     38       5  5969     -0.74216        0.771
ENSG00000244038    1   20978260   20988037     23       4  5983     -0.45581      0.67574
ENSG00000117245    1   20990507   21044510     75      16  5634      0.55427       0.2897
ENSG00000189410    1   21046225   21059330     16       3  5705      0.84073      0.20025
ENSG00000233069    1   21059373   21060445      2       1  5993       1.2048      0.11414
ENSG00000127483    1   21069154   21113816     46       4  5841       1.7141      0.04326
ENSG00000075151    1   21132785   21503381    355       6  5943      0.91895      0.17906
ENSG00000117298    1   21543740   21671997     97      16  5760     -0.20823      0.58247
ENSG00000231105    1   21619783   21626267      2       1  5890      -1.3041       0.9039
ENSG00000142794    1   21766621   21811498    123      10  5682      -0.2538      0.60017
ENSG00000162551    1   21835865   21904905    172      18  5707      0.55809      0.28839
ENSG00000233431    1   21912965   21917680      2       1  5433      -2.2967      0.98918
ENSG00000076864    1   21922708   21995856     43       9  5464      -1.0267      0.84771
ENSG00000090686    1   22004791   22110099    193      13  5658     -0.04738      0.51889
ENSG00000187942    1   22138758   22151714     10       3  5248      -0.6889      0.75456
ENSG00000142798    1   22148738   22263790    144      13  5511       -1.322      0.90692
ENSG00000219073    1   22303514   22325135     40       5  5272     -0.29929      0.61764
ENSG00000142789    1   22328149   22339032      2       1  5178      0.27387      0.39209
ENSG00000228397    1   22350483   22352541      4       2  5243     -0.72395      0.76545
ENSG00000070831    1   22379120   22419439     52       4  5221     0.023904      0.49046
ENSG00000162552    1   22443798   22470462     43       6  5660      -1.0455      0.85211
ENSG00000184677    1   22778344   22857650     82       6  6048   -0.0052932      0.50211
ENSG00000070886    1   22890057   22930087     31       4  5534       1.8575     0.031618
ENSG00000173372    1   22962999   22966101      1       1  5027     -0.80365       0.7892
ENSG00000159189    1   22970123   22974603     16       2  5753      0.69962      0.24208
ENSG00000173369    1   22979255   22988031     17       3  5786       1.2336      0.10867
ENSG00000133216    1   23037332   23247993    141      22  5618      -1.6841      0.95392
ENSG00000225952    1   23162206   23163342      1       1  6126      -1.1591       0.8768
ENSG00000215906    1   23279536   23291831     16       4  5871     -0.59516      0.72413
ENSG00000227868    1   23337327   23342343      5       2  5953     -0.49845      0.69092
ENSG00000004487    1   23345936   23410182     39       3  5866     -0.65084      0.74243
ENSG00000240553    1   23346640   23414551     45       3  5881      -0.6737      0.74975
ENSG00000169641    1   23410516   23504301    116       9  5955      -1.1114       0.8668
ENSG00000179546    1   23518388   23521222      3       1  5856      -0.6489       0.7418
ENSG00000125944    1   23630264   23670829     23       2  5871       0.5439      0.29326
ENSG00000125945    1   23685941   23695935     18       3  5794      0.54184      0.29397
ENSG00000249087    1   23695490   23698332      2       1  5611       1.2435      0.10684
ENSG00000271420    1   23704873   23705522      1       1  5230       1.6883      0.04568
ENSG00000204219    1   23707554   23751233     31       4  5435       1.1855      0.11791
ENSG00000088280    1   23755056   23811061     46       4  5947      -1.1216      0.86898
ENSG00000007968    1   23832922   23857712      8       1  5763      0.86571      0.19332
ENSG00000117318    1   23884409   23886285      2       1  5744     -0.79784      0.78752
ENSG00000197880    1   23907985   23967058     19       4  5445     -0.73693      0.76942
ENSG00000142676    1   24018232   24023325      2       1  5664       1.3315     0.091517
ENSG00000011007    1   24069645   24088549      4       2  5202      -2.1606      0.98464
ENSG00000236810    1   24086872   24104777      3       1  5742      -1.4662       0.9287
ENSG00000057757    1   24104895   24114722      4       1  5897      -1.1459      0.87408
ENSG00000011009    1   24117460   24122029      2       1  5659     -0.23276      0.59203
ENSG00000117305    1   24128375   24165110     36       2  6020      -1.3964       0.9187
ENSG00000179163    1   24171567   24194784     40       4  5933        -0.82      0.79389
ENSG00000188822    1   24197016   24239852    167       8  5267        -1.73      0.95818
ENSG00000225315    1   24367325   24413289    117       8  5909     -0.47722       0.6834
ENSG00000142661    1   24382525   24438665     97       8  5812     -0.31208      0.62251
ENSG00000142677    1   24446261   24469611     27       5  5705       1.8931     0.029173
ENSG00000185436    1   24480647   24514449     48       6  5784       1.5985     0.054962
ENSG00000230023    1   24526730   24538183      7       1  5024     -0.64438      0.74034
ENSG00000232298    1   24634046   24648391     21       3  5840    0.0041804      0.49833
ENSG00000158055    1   24645812   24690972     18       4  5770      0.27698       0.3909
ENSG00000001460    1   24683489   24743424    117       9  5861      0.62576      0.26574
ENSG00000001461    1   24742284   24799466    125       9  5848     -0.46373      0.67858
ENSG00000117602    1   24828841   24867530     49       4  5754     -0.71479      0.76263
ENSG00000264443    1   24865292   24882515     31       6  5497       -1.567      0.94145
ENSG00000184454    1   24882602   24935819    166      20  5673      -2.1399      0.98382
ENSG00000133226    1   24958207   24999758     20       1  4841      -1.3533      0.91203
ENSG00000284699    1   25031385   25044087     15       2  5912       1.0534      0.14608
ENSG00000169504    1   25071848   25170815     48       1  6054       1.0533      0.14611
ENSG00000020633    1   25226002   25291612     45       6  5978     -0.41801      0.66203
ENSG00000233755    1   25370198   25439611    169      23  5754      0.37749       0.3529
ENSG00000117616    1   25568728   25664704      1       1  5660      0.21675       0.4142
ENSG00000183726    1   25664408   25688852     11       1  5812      -1.8588      0.96847
ENSG00000188672    1   25688740   25756683     50       2  5913     -0.58581        0.721
ENSG00000204178    1   25757349   25826700     46       1  6023     -0.57973      0.71895
ENSG00000157978    1   25870071   25895377     17       1  5996      -1.2296      0.89058
ENSG00000225643    1   25907969   25916847      2       1  5209      -1.7512      0.96004
ENSG00000117643    1   25943959   26112698     55       6  5806      0.62909      0.26465
ENSG00000233478    1   25971035   25985602      4       1  6004      -1.3105      0.90498
ENSG00000162430    1   26126667   26144715     21       2  5749     -0.73796      0.76973
ENSG00000255054    1   26137961   26150235     23       2  5816     -0.65516      0.74382
ENSG00000228172    1   26143240   26147288      7       2  5726     -0.80023      0.78821
ENSG00000117640    1   26145131   26159433     24       1  5912     -0.47566      0.68284
ENSG00000127423    1   26158404   26185949     50       1  5966      -0.6245      0.73385
ENSG00000117632    1   26210672   26233482     14       2  5740      -1.0884      0.86179
ENSG00000158006    1   26286258   26324648     63       3  6061    0.0039159      0.49844
ENSG00000158008    1   26346375   26362955     13       2  5719      0.93341       0.1753
ENSG00000158014    1   26363743   26372624     16       2  5594        1.929     0.026867
ENSG00000158022    1   26377795   26394927     28       2  5640      0.57003      0.28433
ENSG00000175087    1   26437656   26452034     24       1  5799     0.096083      0.46173
ENSG00000197245    1   26485511   26490453      8       3  5761    -0.037281      0.51487
ENSG00000282872    1   26490652   26495072     12       2  5738     -0.21553      0.58532
ENSG00000236782    1   26496007   26498312      5       1  6058      -0.4327      0.66738
ENSG00000142684    1   26496362   26497364      3       1  6012     -0.67125      0.74897
ENSG00000142675    1   26503894   26516377     15       3  5939        1.037      0.14987
ENSG00000188782    1   26517052   26529459     48       7  5644     -0.25925      0.60228
ENSG00000130695    1   26560644   26605529    118       8  5668      0.33429      0.36908
ENSG00000142669    1   26605667   26608013      4       2  5815     -0.73933      0.77015
ENSG00000158062    1   26607819   26644854    116       8  5693      0.64621      0.25907
ENSG00000169442    1   26644448   26647014     11       2  5721      0.68389      0.24702
ENSG00000176092    1   26648189   26686571     92      11  5646     -0.43248       0.6673
ENSG00000176083    1   26688125   26701013     30       4  5556      0.36757       0.3566
ENSG00000131914    1   26737269   26756213     13       4  5820      -1.5063      0.93401
ENSG00000117682    1   26758773   26797785     32       6  5661      -1.8224       0.9658
ENSG00000225891    1   26789247   26793773      3       1  5901      -1.3614      0.91331
ENSG00000198830    1   26798941   26802463      4       2  5389      -1.2869      0.90093
ENSG00000117676    1   26856252   26901521     62       6  5743     -0.50031      0.69157
ENSG00000260063    1   27018623   27020622      5       2  5519     -0.30974      0.62162
ENSG00000117713    1   27019727   27108601     94       4  5501     -0.92571       0.8227
