# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ENSG00000162576    1    1288069    1297157     27       5  125208      0.30052    3.3307e-16      0.30052
ENSG00000175756    1    1309110    1310875      7       3  124151      0.61666    3.3307e-16      0.61666
ENSG00000221978    1    1321091    1334708     19       8  124290      0.19519    3.6082e-16      0.19519
ENSG00000242485    1    1337288    1342693     12       5  127606      0.33414    3.3307e-16      0.33414
ENSG00000272455    1    1344476    1345998      4       1  128082      0.12198    3.4694e-16      0.12198
ENSG00000235098    1    1353800    1357149      9       4  120411      -0.2197    3.6082e-16      -0.2197
ENSG00000225905    1    1355625    1358071      6       3  118878      -0.6459    3.3307e-16      -0.6459
ENSG00000205116    1    1361508    1363167      7       3  126959     -0.76861    3.3307e-16     -0.76861
ENSG00000225285    1    1365919    1369953     11       3  127293    -0.024094    3.5041e-16    -0.024094
ENSG00000179403    1    1370241    1378262     17       4  126142      0.66208    3.3307e-16      0.66208
ENSG00000215915    1    1385069    1405538     41       8  125633      0.59545    3.3307e-16      0.59545
ENSG00000160072    1    1407149    1433228     31       9  122990       1.1788    4.4409e-16       1.1788
ENSG00000197785    1    1447531    1470067     63      11  121579       1.1384    4.4409e-16       1.1384
ENSG00000205090    1    1470554    1475833      8       3  125589        1.573    4.4409e-16        1.573
ENSG00000160075    1    1477053    1510249     96      12  124218        1.271    4.4409e-16        1.271
ENSG00000215014    1    1510355    1512455      6       2  124772       0.8433    3.3307e-16       0.8433
ENSG00000228594    1    1533392    1535476      2       1  125396    -0.088914    3.4694e-16    -0.088914
ENSG00000272106    1    1549138    1551175      6       3  125561      0.10516    3.4694e-16      0.10516
ENSG00000197530    1    1550795    1565990     37       8  126189       1.5092    4.4409e-16       1.5092
ENSG00000248333    1    1570603    1650919    101      18  128898       1.8093    4.4409e-16       1.8093
ENSG00000272004    1    1590786    1594063      1       1  130263      0.98041    3.3307e-16      0.98041
ENSG00000189339    1    1590990    1624167     55      12  129019      0.96988    3.3307e-16      0.96988
ENSG00000008128    1    1634169    1655763     39       3  129895       1.4655    4.4409e-16       1.4655
ENSG00000215790    1    1656277    1677438     30       7  128233     -0.75086    3.3307e-16     -0.75086
ENSG00000008130    1    1682671    1711896     69       9  129121      0.18103    3.6082e-16      0.18103
ENSG00000078369    1    1716724    1822556    147      20  127076      0.81461    3.3307e-16      0.81461
ENSG00000231050    1    1822910    1824097      2       1  130644       2.1368    4.4409e-16       2.1368
ENSG00000169885    1    1846266    1848735     11       3  130644       1.2653    4.4409e-16       1.2653
ENSG00000178821    1    1849029    1850712      6       2  130644      0.12371    3.4694e-16      0.12371
ENSG00000142609    1    1853390    1935276    308      24  129881       2.2117    4.4409e-16       2.2117
ENSG00000233542    1    1944652    1946969      3       1  117948     -0.52482    3.3307e-16     -0.52482
ENSG00000187730    1    1950737    1962197     29       7  126586      0.53192    3.3307e-16      0.53192
ENSG00000226969    1    1980642    1981509      1       1  130263     -0.18033    3.6082e-16     -0.18033
ENSG00000067606    1    1981909    2116834    386      28  127531       1.6447    4.4409e-16       1.6447
ENSG00000271806    1    2072523    2076718     10       4  129485       1.9289    4.4409e-16       1.9289
ENSG00000182873    1    2113233    2115828      4       2  121834       2.5197    4.4409e-16       2.5197
ENSG00000162585    1    2115900    2144159     50      10  125802       1.9334    4.4409e-16       1.9334
ENSG00000234396    1    2143962    2152177     20       6  130045       1.5458    4.4409e-16       1.5458
ENSG00000157933    1    2160134    2241558    227      40  128777      0.60993    3.3307e-16      0.60993
ENSG00000116151    1    2252692    2323146    290      33  128157     -0.86869    3.3307e-16     -0.86869
ENSG00000157916    1    2323214    2336883     34      10  129842       1.2612    4.4409e-16       1.2612
ENSG00000157911    1    2335403    2345236     31       9  128484      0.48028    3.3307e-16      0.48028
ENSG00000149527    1    2357419    2436969    253      32  127682       5.1693             0       5.1693
ENSG00000224387    1    2423739    2424697      3       2  129179     -0.31078    3.3307e-16     -0.31078
ENSG00000229393    1    2424876    2425918      2       1  125508      0.59786    3.3307e-16      0.59786
ENSG00000157881    1    2439972    2458067     40       6  128065      0.62695    3.3307e-16      0.62695
ENSG00000197921    1    2460184    2461684      3       2  126795      -0.2677    3.3307e-16      -0.2677
ENSG00000272449    1    2461503    2478899     54       9  123897     -0.31887    3.3307e-16     -0.31887
ENSG00000238164    1    2481359    2488470     12       3  120342     -0.48735    3.3307e-16     -0.48735
ENSG00000157873    1    2487078    2496821     22       5  125387     -0.25878    3.3307e-16     -0.25878
ENSG00000228037    1    2512999    2515972      7       2  129586      0.32806    3.3307e-16      0.32806
ENSG00000157870    1    2517930    2522908     10       4  127998      0.94608    3.3307e-16      0.94608
ENSG00000142606    1    2522078    2564429    147       9  127649       1.0858    4.4409e-16       1.0858
ENSG00000237058    1    2564007    2568059     14       4  128109      0.88614    3.3307e-16      0.88614
ENSG00000215912    1    2567415    2718282    112      12  126327      0.52984    3.3307e-16      0.52984
ENSG00000284745    1    2877223    2885272     20       4  125877     -0.41955    3.3307e-16     -0.41955
ENSG00000169717    1    2938047    2939467      2       1  130644    -0.096801    3.4694e-16    -0.096801
ENSG00000177133    1    2976179    2985001     17       7  126019     -0.65461    3.3307e-16     -0.65461
ENSG00000142611    1    2985732    3355185   1376     158  128077       1.1555    4.4409e-16       1.1555
ENSG00000272235    1    3223200    3226660     15       3  130522     -0.43965    3.3307e-16     -0.43965
ENSG00000130762    1    3370990    3397677     95      12  127580    -0.043988    3.4694e-16    -0.043988
ENSG00000162591    1    3406484    3528059    497      77  127759       -2.553    4.4409e-16       -2.553
ENSG00000238260    1    3539754    3541307      5       2  129753      0.14475    3.6082e-16      0.14475
ENSG00000158109    1    3541566    3546691     12       4  129426      -1.3874    4.4409e-16      -1.3874
ENSG00000116213    1    3547331    3569325     36       9  129505      0.18053    3.6082e-16      0.18053
ENSG00000078900    1    3569084    3652765    294      48  129667      -1.3551    4.4409e-16      -1.3551
ENSG00000227589    1    3575502    3585336     33       6  130168      -1.0755    4.4409e-16      -1.0755
ENSG00000235131    1    3628764    3630862      9       4  126701      -2.7724    4.4409e-16      -2.7724
ENSG00000162592    1    3663024    3688209     78      15  129414     -0.94243    3.3307e-16     -0.94243
ENSG00000235169    1    3689325    3692546     12       5  129964       0.1909    3.6082e-16       0.1909
ENSG00000130764    1    3695122    3713068     90      14  128998     0.098293    3.4694e-16     0.098293
ENSG00000272153    1    3701572    3702102      3       1  130644     -0.56431    3.3307e-16     -0.56431
ENSG00000116198    1    3728645    3773778    286      15  129395      0.20729    3.6082e-16      0.20729
ENSG00000169598    1    3773831    3801993    165      22  129707      -0.9629    3.3307e-16      -0.9629
ENSG00000198912    1    3805689    3816857     44       8  127620       1.1461    4.4409e-16       1.1461
ENSG00000236423    1    3816936    3833789     57      10  128521       1.4721    4.4409e-16       1.4721
ENSG00000233304    1    4000625    4015322    113      23  129524     -0.95231    3.3307e-16     -0.95231
ENSG00000226374    1    4004607    4009040     37       6  130032      -2.4012    4.4409e-16      -2.4012
ENSG00000284668    1    4036193    4072759    134      16  129981      -1.6769    4.4409e-16      -1.6769
ENSG00000284703    1    4072981    4079568     33       3  130644      -1.3376    4.4409e-16      -1.3376
ENSG00000235054    1    4472087    4484749     51      11  127703     -0.36025    3.3307e-16     -0.36025
ENSG00000284694    1    4539191    4544435     19       5  130644      0.79041    3.3307e-16      0.79041
ENSG00000232596    1    4631541    4654069    119      19  128820      0.72869    3.3307e-16      0.72869
ENSG00000196581    1    4714792    4852594    667      77  128798     -0.91296    3.3307e-16     -0.91296
ENSG00000284674    1    5033441    5041628     36      10  129635       1.4792    4.4409e-16       1.4792
ENSG00000231510    1    5146519    5150959     13       3  130644       1.1498    4.4409e-16       1.1498
ENSG00000284616    1    5361988    5367454     13       3  130171     0.081879    3.4694e-16     0.081879
ENSG00000284692    1    5538796    5553117     51       8  130084     -0.12159    3.4694e-16     -0.12159
ENSG00000260972    1    5553038    5554734      8       2  130644       1.3629    4.4409e-16       1.3629
ENSG00000236948    1    5621769    5728355    453      67  129511       1.0932    4.4409e-16       1.0932
ENSG00000131697    1    5922871    6052533    392      19  128236       -2.049    4.4409e-16       -2.049
ENSG00000069424    1    6051526    6161253    304      43  128362     -0.83493    3.3307e-16     -0.83493
ENSG00000116254    1    6161853    6240183    264      28  129155      -1.0869    4.4409e-16      -1.0869
ENSG00000116251    1    6241329    6269449     64      12  129693      0.45506    3.3307e-16      0.45506
ENSG00000158286    1    6265535    6281359     36       5  129358      0.13627    3.6082e-16      0.13627
ENSG00000116237    1    6281253    6296032     30       5  125741     -0.69031    3.3307e-16     -0.69031
ENSG00000225077    1    6296300    6299504      5       3  129907       1.1245    4.4409e-16       1.1245
ENSG00000158292    1    6307406    6321035     35       3  128449      -1.8904    4.4409e-16      -1.8904
ENSG00000097021    1    6324329    6454451    406      24  128131     -0.60464    3.3307e-16     -0.60464
ENSG00000271746    1    6453615    6454451      2       1  130644     0.087603    3.4694e-16     0.087603
ENSG00000069812    1    6472478    6484730     40       8  129781    -0.076175    3.4694e-16    -0.076175
ENSG00000187017    1    6484836    6521427    105      12  129376     0.032711    3.4694e-16     0.032711
ENSG00000231868    1    6503094    6507066      6       2  130644      0.29573    3.3307e-16      0.29573
ENSG00000215788    1    6521211    6526255     13       5  130515       1.6997    4.4409e-16       1.6997
ENSG00000171680    1    6526152    6580121    136      23  129061       1.5915    4.4409e-16       1.5915
ENSG00000162408    1    6581407    6614595     96       3  129987      -0.6139    3.3307e-16      -0.6139
ENSG00000173662    1    6615241    6639817     51       8  117837      0.79978    3.3307e-16      0.79978
ENSG00000204859    1    6640061    6649340     10       5  120609       3.0305    4.4409e-16       3.0305
ENSG00000162413    1    6650784    6674667     45      10  125590       3.3345    4.4409e-16       3.3345
ENSG00000116273    1    6673745    6684093     19       4  127012       3.3464    4.4409e-16       3.3464
ENSG00000041988    1    6684926    6695646     31       6  127441       3.6905    4.4409e-16       3.6905
ENSG00000007923    1    6694228    6761984    138      16  128314       4.3191             0       4.3191
ENSG00000228750    1    6784697    6790072     14       4  128202       4.0582             0       4.0582
ENSG00000284744    1    6828014    6830098     11       2  130644       1.2664    4.4409e-16       1.2664
ENSG00000237436    1    6843952    6844903      1       1  130644       2.0105    4.4409e-16       2.0105
ENSG00000171735    1    6845384    7829766   2671     200  127129     -0.98193    3.3307e-16     -0.98193
ENSG00000237365    1    7068436    7074339     31       9  127460     -0.14713    3.6082e-16     -0.14713
ENSG00000237728    1    7442548    7449814     26       6  125119     -0.81875    3.3307e-16     -0.81875
ENSG00000270171    1    7753184    7754904      3       2  130644      -1.3529    4.4409e-16      -1.3529
ENSG00000270035    1    7758363    7758932      2       1  130644      -1.4194    4.4409e-16      -1.4194
ENSG00000269978    1    7760764    7761030      2       1  130644     -0.22348    3.6082e-16     -0.22348
ENSG00000049245    1    7831329    7841492     34       9  129100    -0.021696    3.5041e-16    -0.021696
ENSG00000049246    1    7844380    7905237    215      26  129256     -0.59146    3.3307e-16     -0.59146
ENSG00000236266    1    7870302    7887402     57      11  129644     -0.67782    3.3307e-16     -0.67782
ENSG00000049247    1    7903143    7913572     40      12  127982     -0.45994    3.3307e-16     -0.45994
ENSG00000049249    1    7975954    8003225     54       7  127928      -1.1371    4.4409e-16      -1.1371
ENSG00000116288    1    8014351    8045565     59       9  128671     -0.76269    3.3307e-16     -0.76269
ENSG00000284747    1    8051194    8065372     23       4  127163     -0.76148    3.3307e-16     -0.76148
ENSG00000284716    1    8058247    8059994      1       1  129529     -0.81039    3.3307e-16     -0.81039
ENSG00000116285    1    8064464    8086368     32       6  123871     -0.31593    3.3307e-16     -0.31593
ENSG00000238290    1    8086798    8182762    172      13  128410     -0.14241    3.6082e-16     -0.14241
ENSG00000227634    1    8262489    8275270     50      10  128463      0.14702    3.6082e-16      0.14702
ENSG00000233645    1    8278250    8280589     20       2  130644      -1.8472    4.4409e-16      -1.8472
ENSG00000162426    1    8377886    8404227     79      12  128844       4.1566             0       4.1566
ENSG00000142599    1    8412457    8877702    677      25  127309       3.4881    4.4409e-16       3.4881
ENSG00000232912    1    8484705    8494898     16       4  129807       4.7809             0       4.7809
ENSG00000074800    1    8921059    8939309     25       5  128279       1.1616    4.4409e-16       1.1616
ENSG00000230679    1    8938894    8939953      1       1  130644      0.93568    3.3307e-16      0.93568
ENSG00000131686    1    9005926    9035151    122      25  126954      -1.9015    4.4409e-16      -1.9015
ENSG00000197241    1    9063359    9086404     70      19  128275      -0.8514    3.3307e-16      -0.8514
ENSG00000142583    1    9095166    9148537    167      23  128541      -1.5487    4.4409e-16      -1.5487
ENSG00000180758    1    9160364    9189229     69      10  128867      0.86834    3.3307e-16      0.86834
ENSG00000228526    1    9208070    9258965    104      22  128600     -0.23041    3.6082e-16     -0.23041
ENSG00000234546    1    9242063    9256343     39       5  128057      -1.5969    4.4409e-16      -1.5969
ENSG00000049239    1    9294834    9331396     98      17  128509     -0.39807    3.3307e-16     -0.39807
ENSG00000171621    1    9352939    9429591    324      48  127913     -0.11111    3.4694e-16     -0.11111
ENSG00000284652    1    9481157    9482921      6       2  130544      -1.1772    4.4409e-16      -1.1772
ENSG00000284693    1    9485153    9500623     81       9  130358      -1.9795    4.4409e-16      -1.9795
ENSG00000235263    1    9561151    9563530      8       3  130627      -1.3781    4.4409e-16      -1.3781
ENSG00000171612    1    9599541    9645237     59       9  126789      -0.9824    3.3307e-16      -0.9824
ENSG00000188807    1    9648980    9674931     36       6  127133      -1.5026    4.4409e-16      -1.5026
ENSG00000171608    1    9711790    9789172    131      26  127848     -0.29273    3.3307e-16     -0.29273
ENSG00000179840    1    9712668    9714644      4       1  130644      0.29854    3.3307e-16      0.29854
ENSG00000231789    1    9732484    9747613     38       7  128756     -0.62538    3.3307e-16     -0.62538
ENSG00000171603    1    9789084    9884584    119      14  126857      -0.7296    3.3307e-16      -0.7296
ENSG00000178585    1    9908334    9970394     66      11  125247      -1.8596    4.4409e-16      -1.8596
ENSG00000223989    1    9908376    9910212      2       1  130644      -0.5689    3.3307e-16      -0.5689
ENSG00000162441    1    9982171   10003465     41       8  126277      -1.3518    4.4409e-16      -1.3518
ENSG00000173614    1   10003486   10045559     74      11  127955     -0.57021    3.3307e-16     -0.57021
ENSG00000162444    1   10057264   10076078     36       4  128338     0.058002    3.4694e-16     0.058002
ENSG00000130939    1   10092890   10241297    289      16  125121     -0.53529    3.3307e-16     -0.53529
ENSG00000054523    1   10270863   10441661    524      16  127501      0.37131    3.3307e-16      0.37131
ENSG00000284735    1   10441964   10447207     19       5  129155       1.4209    4.4409e-16       1.4209
ENSG00000284642    1   10455473   10457489      3       2  119022     0.010624    3.5041e-16     0.010624
ENSG00000142657    1   10458649   10480201     51       8  126675      0.53246    3.3307e-16      0.53246
ENSG00000271989    1   10489938   10490734      6       2  126811      0.13756    3.6082e-16      0.13756
ENSG00000251503    1   10490159   10512210     51       7  127946      -0.8162    3.3307e-16      -0.8162
ENSG00000160049    1   10516579   10532583     14       3  130466      0.18158    3.6082e-16      0.18158
ENSG00000203469    1   10518612   10519395      1       1  130644     -0.13598    3.6082e-16     -0.13598
ENSG00000142655    1   10532345   10690815    360      28  127412      -1.5187    4.4409e-16      -1.5187
ENSG00000130940    1   10696661   10856707    439      81  125293     -0.46924    3.3307e-16     -0.46924
ENSG00000272078    1   10699298   10714390     41       9  127509      -1.0144    4.4409e-16      -1.0144
ENSG00000175262    1   11006528   11042094    123      16  129251      -1.6341    4.4409e-16      -1.6341
ENSG00000120948    1   11072401   11086477     24       4  127860        2.097    4.4409e-16        2.097
ENSG00000277726    1   11072719   11090585     27       3  128170       2.1147    4.4409e-16       2.1147
ENSG00000009724    1   11086580   11107290     55       8  126932       1.0412    4.4409e-16       1.0412
ENSG00000116649    1   11114641   11120081      7       2  129035      0.36794    3.3307e-16      0.36794
ENSG00000171824    1   11126675   11159938     92       6  127241     -0.63841    3.3307e-16     -0.63841
ENSG00000226849    1   11128528   11133154     14       1  130644     -0.76275    3.3307e-16     -0.76275
ENSG00000230337    1   11159732   11162157      7       2  129724     -0.53033    3.3307e-16     -0.53033
ENSG00000198793    1   11166592   11322564    323      10  128199     -0.84344    3.3307e-16     -0.84344
ENSG00000225602    1   11203955   11209594      8       4  122265     -0.72435    3.3307e-16     -0.72435
ENSG00000171819    1   11249398   11256038     14       2  125970      0.47377    3.3307e-16      0.47377
ENSG00000120942    1   11333263   11356106     37       6  122650    -0.069457    3.4694e-16    -0.069457
ENSG00000284646    1   11371791   11379150     19       6  128745     -0.16041    3.6082e-16     -0.16041
ENSG00000204624    1   11539223   11597641    146      14  128613       2.2168    4.4409e-16       2.2168
ENSG00000235643    1   11669588   11673412     14       2  130644      -1.3548    4.4409e-16      -1.3548
ENSG00000284708    1   11683615   11703473     58      10  126916      -1.3638    4.4409e-16      -1.3638
ENSG00000116661    1   11697075   11715842     52      17  125299      -1.0361    4.4409e-16      -1.0361
ENSG00000132879    1   11714432   11723384     23       7  130233       1.0019    4.4409e-16       1.0019
ENSG00000116663    1   11724181   11734411     29       8  129171     -0.69853    3.3307e-16     -0.69853
ENSG00000116670    1   11734537   11751707     66      13  128076     -0.36222    3.3307e-16     -0.36222
ENSG00000162490    1   11751786   11785914     96      19  128945       1.2613    4.4409e-16       1.2613
ENSG00000177674    1   11796141   11814859     56       9  128865     0.019757    3.5041e-16     0.019757
ENSG00000215910    1   11821844   11849642    150      11  130460      0.53236    3.3307e-16      0.53236
ENSG00000177553    1   11837134   11839676     24       3  130644      0.37668    3.3307e-16      0.37668
ENSG00000177000    1   11845780   11866977     78      11  130562      0.26121    3.3307e-16      0.26121
ENSG00000011021    1   11866153   11903201    185      14  130251      0.11867    3.4694e-16      0.11867
ENSG00000242349    1   11901074   11908136     29       6  129787     -0.28602    3.3307e-16     -0.28602
ENSG00000175206    1   11905766   11908402     12       4  130644      0.15387    3.6082e-16      0.15387
ENSG00000116685    1   11979648   11986485     21       6  127891      0.19691    3.6082e-16      0.19691
ENSG00000083444    1   11994262   12035595    114      12  125658     -0.35614    3.3307e-16     -0.35614
ENSG00000116688    1   12040238   12073571     74       8  128539     -0.44868    3.3307e-16     -0.44868
ENSG00000116691    1   12079523   12092102     22       5  129715     -0.38624    3.3307e-16     -0.38624
ENSG00000120949    1   12123434   12204264    209      41  128842       1.3441    4.4409e-16       1.3441
ENSG00000028137    1   12227060   12269285    123      16  129557      -1.6737    4.4409e-16      -1.6737
ENSG00000048707    1   12290089   12572099    363      32  126074     -0.11685    3.4694e-16     -0.11685
ENSG00000229484    1   12587766   12588462      3       2  127291      -1.3856    4.4409e-16      -1.3856
ENSG00000162496    1   12627939   12677737    168      31  129905      -2.5335    4.4409e-16      -2.5335
ENSG00000204518    1   12704566   12727097     56       6  128318      0.14153    3.6082e-16      0.14153
ENSG00000188984    1   12776118   12788726     43       6  129679       1.0102    4.4409e-16       1.0102
ENSG00000157330    1   12806163   12823847     53      11  126188       1.1121    4.4409e-16       1.1121
ENSG00000116726    1   12834984   12838049      6       2  128849      0.93624    3.3307e-16      0.93624
ENSG00000239810    1   12884463   12891264     12       3  130644      -2.6108    4.4409e-16      -2.6108
ENSG00000179172    1   12907261   12908578      3       1  130644     -0.29219    3.3307e-16     -0.29219
ENSG00000162494    1   13801445   13840543    169      35  129345      0.85778    3.3307e-16      0.85778
ENSG00000259961    1   13839715   13842765     19       5  122940      -0.5352    3.3307e-16      -0.5352
ENSG00000162493    1   13909960   13944452     98      23  130299      0.57019    3.3307e-16      0.57019
ENSG00000237445    1   13983806   13986405      2       1  130644      -1.3592    4.4409e-16      -1.3592
ENSG00000116731    1   14026693   14151574    362      26  127548       0.3908    3.3307e-16       0.3908
ENSG00000189337    1   14219287   15444539   4437     333  128706      0.17617    3.6082e-16      0.17617
ENSG00000231606    1   14548386   14549613      2       1  130644     -0.24407    3.6082e-16     -0.24407
ENSG00000234593    1   14675450   14718071    162      37  127951     -0.90301    3.3307e-16     -0.90301
ENSG00000175147    1   15438311   15478960    180      19  129738      -1.3395    4.4409e-16      -1.3395
ENSG00000171729    1   15479028   15546976    350      26  129765      -2.4181    4.4409e-16      -2.4181
ENSG00000204464    1   15490840   15497813     26       7  130492      -1.4697    4.4409e-16      -1.4697
ENSG00000142621    1   15573768   15726779    467      57  124403     -0.14788    3.6082e-16     -0.14788
ENSG00000233485    1   15653176   15670372     40       8  117807      -1.6794    4.4409e-16      -1.6794
ENSG00000228140    1   15729475   15735929     19       5  130587     -0.10066    3.4694e-16     -0.10066
ENSG00000142634    1   15736391   15756839     60      17  125579      0.46302    3.3307e-16      0.46302
ENSG00000162438    1   15764935   15775737     21       7  127487     -0.26533    3.3307e-16     -0.26533
ENSG00000142615    1   15783223   15798586     56       8  129515      -2.8225    4.4409e-16      -2.8225
ENSG00000215704    1   15792404   15817895     75      12  128785     -0.34177    3.3307e-16     -0.34177
ENSG00000132906    1   15817327   15853029    121       8  129288      -0.2623    3.3307e-16      -0.2623
ENSG00000116138    1   15853308   15918874    194      13  129054     -0.54769    3.3307e-16     -0.54769
ENSG00000272510    1   15892106   15892451      1       1  130644     -0.93337    3.3307e-16     -0.93337
ENSG00000116771    1   15898848   15911605     47       6  128543     -0.30774    3.3307e-16     -0.30774
ENSG00000237301    1   15912631   15930121     91       6  129388      0.17533    3.6082e-16      0.17533
ENSG00000197312    1   15943995   15995539    106       6  129270      0.16885    3.6082e-16      0.16885
ENSG00000116786    1   16010827   16061264    142      12  128871     0.046475    3.4694e-16     0.046475
ENSG00000237938    1   16046807   16063391     34       7  126998      0.66531    3.3307e-16      0.66531
ENSG00000162461    1   16062900   16067891      6       3  129916      0.43603    3.3307e-16      0.43603
ENSG00000224459    1   16066546   16076391     25       6  130233      -1.1105    4.4409e-16      -1.1105
ENSG00000162460    1   16068917   16074477     11       3  130137     -0.85244    3.3307e-16     -0.85244
ENSG00000162458    1   16083102   16113089     63      10  130010     -0.73898    3.3307e-16     -0.73898
ENSG00000233954    1   16133664   16135843      9       2  129787      -1.2877    4.4409e-16      -1.2877
ENSG00000179743    1   16160969   16174642     38       7  130373      -1.0268    4.4409e-16      -1.0268
ENSG00000065526    1   16174359   16266955    136      16  130108     -0.33754    3.3307e-16     -0.33754
ENSG00000116809    1   16268364   16302627     49      11  128758      -1.1791    4.4409e-16      -1.1791
ENSG00000183888    1   16330731   16335302     15       5  128269     -0.55241    3.3307e-16     -0.55241
ENSG00000173641    1   16340523   16346089     44       5  130638     -0.78047    3.3307e-16     -0.78047
ENSG00000186510    1   16345370   16360545     80      12  129797      -1.1484    4.4409e-16      -1.1484
ENSG00000184908    1   16370231   16383803    102      12  130431     -0.87872    3.3307e-16     -0.87872
ENSG00000185519    1   16384264   16400127     51       6  130488     -0.54574    3.3307e-16     -0.54574
ENSG00000142627    1   16450832   16482582     56      12  128615     -0.76267    3.3307e-16     -0.76267
ENSG00000227959    1   16481706   16483824      1       1  130644      -3.0758    4.4409e-16      -3.0758
ENSG00000224621    1   16485761   16488378      6       2  130644       1.1723    4.4409e-16       1.1723
ENSG00000142632    1   16524349   16539104     45       5  128675     -0.06323    3.4694e-16     -0.06323
ENSG00000132881    1   16558195   16563657     14       5  124276     -0.17907    3.6082e-16     -0.17907
ENSG00000037637    1   16573334   16678949    218      13  128474      0.45898    3.3307e-16      0.45898
ENSG00000055070    1   16679070   16724640     95      11  128410    -0.017524    3.5041e-16    -0.017524
ENSG00000187144    1   16713612   16763919    125      20  128534     -0.39177    3.3307e-16     -0.39177
ENSG00000157191    1   16767167   16786573     40       9  129938      0.93298    3.3307e-16      0.93298
ENSG00000226029    1   16787443   16794976     26       5  129643       0.5454    3.3307e-16       0.5454
ENSG00000224174    1   16847189   16848291     11       4  127415    -0.020919    3.5041e-16    -0.020919
ENSG00000233421    1   16860381   16862667      1       1  130644      0.65043    3.3307e-16      0.65043
ENSG00000219481    1   16888814   16940057      5       3  130550     -0.65138    3.3307e-16     -0.65138
ENSG00000279151    1   17028041   17032089      1       1  130644       1.8069    4.4409e-16       1.8069
ENSG00000058453    1   17066768   17299474    194      24  128868      0.38993    3.3307e-16      0.38993
