# ALPHA = 0.05
# NUMBER_OF_TESTS = 6

# _SET1_  VARIABLE = Up_DEGs_amygdala (set)
# _SET1_  NGENES = 1709
# _SET1_  P-VALUE = 0.000272171
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000116675     1   65713902   65881552    458      31  128032      -1.5437       0.6487    4.4409e-16      -1.5437
_SET1_   ENSG00000142864     1   67873493   67896098     24       7  126435     -0.34053      0.33693    3.3307e-16     -0.34053
_SET1_   ENSG00000132485     1   71528974   71546980     28       7  128547       1.8716    0.0049644    4.4409e-16       1.8716
_SET1_   ENSG00000254685     1   74663896   74699770     92       8  128565      0.78321     0.054115    3.3307e-16      0.78321
_SET1_   ENSG00000137955     1   76251882   76260764     21       7  127595     -0.38881      0.36278    3.3307e-16     -0.38881
_SET1_   ENSG00000117069     1   77333126   77531396    465      38  125475     -0.29836      0.18825    3.3307e-16     -0.29836
_SET1_   ENSG00000154027     1   77747736   78025654    967      69  128645      -1.0585      0.33953    4.4409e-16      -1.0585
_SET1_   ENSG00000117155     1   85109390   85156486    118      15  129940     -0.84252      0.52826    3.3307e-16     -0.84252
_SET1_   ENSG00000162642     1   85715636   85725355     25       9  130013       1.9728    0.0035653    4.4409e-16       1.9728
_SET1_   ENSG00000183291     1   87328128   87380107    119       9  128431       0.9774     0.043585    3.3307e-16       0.9774
_SET1_   ENSG00000153936     1   87380331   87575681    423      14  127835      0.44016     0.075055    3.3307e-16      0.44016
_SET1_   ENSG00000143013     1   87794151   87814606     45      14  126371      0.22438      0.19068    3.6082e-16      0.22438
_SET1_   ENSG00000137948     1   92414928   92479983    169      13  129777      0.32399      0.13583    3.3307e-16      0.32399
_SET1_   ENSG00000172031     1   92495539   92529093     71      11  128504       1.0608     0.034299    4.4409e-16       1.0608
_SET1_   ENSG00000154511     1   93298294   93427079    164       7  129351       1.8284    0.0039646    4.4409e-16       1.8284
_SET1_   ENSG00000117505     1   93811445   93835055     42       6  129349      0.42385      0.13033    3.3307e-16      0.42385
_SET1_   ENSG00000023909     1   94350761   94375012     60      10  127989      -1.7906      0.84771    4.4409e-16      -1.7906
_SET1_   ENSG00000117600     1   99729509   99775146    115      17  128905     -0.97472      0.56442    3.3307e-16     -0.97472
_SET1_   ENSG00000117543     1  101455179  101491644     45       6  128335       0.7104     0.079595    3.3307e-16       0.7104
_SET1_   ENSG00000170989     1  101702444  101707074      9       4  130215       1.2809     0.030933    4.4409e-16       1.2809
_SET1_   ENSG00000198890     1  107599301  107601916      2       1  130644       1.6464     0.015393    4.4409e-16       1.6464
_SET1_   ENSG00000085433     1  109512836  109584735    182      19  129272     -0.89498       0.5257    3.3307e-16     -0.89498
_SET1_   ENSG00000197780     1  109605108  109618624     43      10  129736      0.88281     0.054923    3.3307e-16      0.88281
_SET1_   ENSG00000031698     1  109756540  109780791     37      10  126681      -1.2344      0.66925    4.4409e-16      -1.2344
_SET1_   ENSG00000134222     1  109822178  109825808      9       5  121521      0.05899      0.23466    3.4694e-16      0.05899
_SET1_   ENSG00000134243     1  109852190  109940573    126      11  127566      0.04638      0.19309    3.4694e-16      0.04638
_SET1_   ENSG00000143106     1  109941653  109969049     42       7  126333      0.10531      0.19509    3.4694e-16      0.10531
_SET1_   ENSG00000181754     1  110046797  110052360     10       4  128344    -0.096278      0.27802    3.4694e-16    -0.096278
_SET1_   ENSG00000168765     1  110198703  110217458     44      12  129316     0.024879      0.21009    3.5041e-16     0.024879
_SET1_   ENSG00000134248     1  110943871  110950564     16       5  126909      0.88911      0.05065    3.3307e-16      0.88911
_SET1_   ENSG00000177301     1  111062459  111174096    320      35  127847     0.016585      0.14971    3.5041e-16     0.016585
_SET1_   ENSG00000134255     1  111682249  111727724     66      14  127652      0.33375      0.13122    3.3307e-16      0.33375
_SET1_   ENSG00000116459     1  111991486  112005395     29       6  123136     -0.59421      0.42652    3.3307e-16     -0.59421
_SET1_   ENSG00000197852     1  112223252  112282046    186      28  126832       2.4777   0.00031788    4.4409e-16       2.4777
_SET1_   ENSG00000196505     1  118406107  118472253     50      13  124254     0.013073      0.19728    3.5041e-16     0.013073
_SET1_   ENSG00000131779     1  145516252  145523730      2       1  130644     -0.54216      0.49644    3.3307e-16     -0.54216
_SET1_   ENSG00000265491     1  145611036  145696218    107       9  129830     -0.63957       0.4296    3.3307e-16     -0.63957
_SET1_   ENSG00000023902     1  150121373  150136916     32       6  124507       4.7581   2.2541e-08             0       4.7581
_SET1_   ENSG00000266472     1  150266140  150281414     50       7  127940       2.1589    0.0015891    4.4409e-16       2.1589
_SET1_   ENSG00000143420     1  150573327  150602088     52      10  113314       1.1029     0.028413    4.4409e-16       1.1029
_SET1_   ENSG00000143457     1  150618701  150669620    130       9  120679      0.38635     0.094841    3.3307e-16      0.38635
_SET1_   ENSG00000163155     1  151132224  151138424      4       2  130644       1.7073     0.012324    4.4409e-16       1.7073
_SET1_   ENSG00000159352     1  151227179  151239955     17       3  130000       -1.388      0.77946    4.4409e-16       -1.388
_SET1_   ENSG00000159377     1  151372010  151374420      2       1  130644       2.5245    0.0013366    4.4409e-16       2.5245
_SET1_   ENSG00000159445     1  151846060  151882284     81       8  127543      -1.1274      0.65641    4.4409e-16      -1.1274
_SET1_   ENSG00000197747     1  151955391  151966866     18       4  129815      -1.1789      0.70545    4.4409e-16      -1.1789
_SET1_   ENSG00000143624     1  153700543  153747284     77      13  127516      0.49634      0.10098    3.3307e-16      0.49634
_SET1_   ENSG00000143543     1  153946745  153950164      2       1  130644       3.2853   8.2086e-05    4.4409e-16       3.2853
_SET1_   ENSG00000160712     1  154377669  154441926    158      18  126679        1.246     0.014369    4.4409e-16        1.246
_SET1_   ENSG00000160714     1  154521053  154531504     12       2  126419      0.96675     0.058723    3.3307e-16      0.96675
_SET1_   ENSG00000163344     1  154897210  154909467     22       4  127721      0.96923     0.064359    3.3307e-16      0.96923
_SET1_   ENSG00000163348     1  154929502  154936329      4       2  129936      -0.7175      0.67351    3.3307e-16      -0.7175
_SET1_   ENSG00000143590     1  155051348  155060014     12       4  130017       1.1785     0.031192    4.4409e-16       1.1785
_SET1_   ENSG00000163463     1  155141884  155145951     11       3  126008      -1.5044      0.78091    4.4409e-16      -1.5044
_SET1_   ENSG00000143622     1  155867599  155881195     21       4  127691       1.8325    0.0057491    4.4409e-16       1.8325
_SET1_   ENSG00000163479     1  155978839  155990750     20       6  124448       2.1379    0.0018673    4.4409e-16       2.1379
_SET1_   ENSG00000198952     1  156219015  156252616     84       9  127390      0.27732      0.13607    3.3307e-16      0.27732
_SET1_   ENSG00000163468     1  156278759  156337664    103       9  129276      0.45944      0.10436    3.3307e-16      0.45944
_SET1_   ENSG00000143321     1  156711899  156736717     53      13  127862      0.43232      0.11437    3.3307e-16      0.43232
_SET1_   ENSG00000162706     1  159141399  159173103     70      15  123145       2.4081   0.00053518    4.4409e-16       2.4081
_SET1_   ENSG00000162728     1  160051360  160060353     21       5  128038       1.2524     0.023622    4.4409e-16       1.2524
_SET1_   ENSG00000158793     1  161087876  161095235      9       4  123540      -0.1282      0.30028    3.6082e-16      -0.1282
_SET1_   ENSG00000143222     1  161122566  161128646     11       4  124680   -0.0087185      0.24736    3.5041e-16   -0.0087185
_SET1_   ENSG00000158850     1  161141100  161147758      8       3  123695     -0.16996      0.30044    3.6082e-16     -0.16996
_SET1_   ENSG00000143198     1  165600098  165631033    131      19  129408     -0.11468      0.22879    3.4694e-16     -0.11468
_SET1_   ENSG00000143158     1  167885967  167906278     26       5  128882     -0.18959      0.33011    3.6082e-16     -0.18959
_SET1_   ENSG00000143164     1  167905021  168045081    187      13  127324     -0.29635      0.28936    3.3307e-16     -0.29635
_SET1_   ENSG00000143155     1  168148171  168171352     67       8  128470    -0.029001      0.23635    3.5041e-16    -0.029001
_SET1_   ENSG00000117477     1  169364108  169429907    194      21  128573      -1.4467      0.70157    4.4409e-16      -1.4467
_SET1_   ENSG00000075945     1  169890467  170054349    455      12  128623      0.88543     0.028909    3.3307e-16      0.88543
_SET1_   ENSG00000203740     1  170115142  170136931     62      12  128195      -1.6239       0.7973    4.4409e-16      -1.6239
_SET1_   ENSG00000116161     1  174968300  174980851     17       5  129886       2.8018   0.00026564    4.4409e-16       2.8018
_SET1_   ENSG00000120333     1  174979925  174992561     24       7  127744       3.2166   3.5989e-05    4.4409e-16       3.2166
_SET1_   ENSG00000143207     1  175913967  176176629    557      25  127020      0.83544     0.021972    3.3307e-16      0.83544
_SET1_   ENSG00000198797     1  177140633  177251558    194      27  128743       2.3161   0.00056417    4.4409e-16       2.3161
_SET1_   ENSG00000116191     1  178694282  178890976    381      21  125810      -3.0685      0.97904    4.4409e-16      -3.0685
_SET1_   ENSG00000143340     1  179712298  179785333    233      31  128199      0.69057      0.04764    3.3307e-16      0.69057
_SET1_   ENSG00000162783     1  181057848  181062035     12       4  127708       1.2632     0.024475    4.4409e-16       1.2632
_SET1_   ENSG00000143333     1  182567758  182573543      8       3  129305      -1.0414      0.65044    4.4409e-16      -1.0414
_SET1_   ENSG00000162704     1  183589981  183604892     81       3  129945      0.29946      0.21119    3.3307e-16      0.29946
_SET1_   ENSG00000198860     1  184020785  184093112    119      16  128769       1.7227    0.0059184    4.4409e-16       1.7227
_SET1_   ENSG00000073756     1  186640923  186649559     18       6  130061     -0.68724      0.54133    3.3307e-16     -0.68724
_SET1_   ENSG00000023572     1  193059996  193075244     24       7  108040       1.8816    0.0071222    4.4409e-16       1.8816
_SET1_   ENSG00000162630     1  193148175  193155784     14       4  108800       2.3543    0.0014627    4.4409e-16       2.3543
_SET1_   ENSG00000162687     1  196194909  196578355    643      18  127134      0.59445     0.036911    3.3307e-16      0.59445
_SET1_   ENSG00000134375     1  201924619  201939789     39       8  128442     -0.65117      0.46067    3.3307e-16     -0.65117
_SET1_   ENSG00000176393     1  201951500  201975275    118      16  129580     -0.88285      0.50847    3.3307e-16     -0.88285
_SET1_   ENSG00000117153     1  202860228  202897764     72       7  129189      -1.0373      0.61516    4.4409e-16      -1.0373
_SET1_   ENSG00000163444     1  202976514  202993976     28       6  127399      0.10377      0.19295    3.4694e-16      0.10377
_SET1_   ENSG00000159388     1  203274619  203278730      6       2  130644      0.66195      0.11421    3.3307e-16      0.66195
_SET1_   ENSG00000174514     1  205538013  205572046    121      20  128128       1.1179     0.022973    4.4409e-16       1.1179
_SET1_   ENSG00000117280     1  205737114  205744588     29       7  130369       1.6395     0.010576    4.4409e-16       1.6395
_SET1_   ENSG00000266094     1  206680863  206762780    192      28  128843      -0.5656      0.34823    3.3307e-16      -0.5656
_SET1_   ENSG00000174606     1  213165524  213189168     32       7  129187      0.31442      0.15867    3.3307e-16      0.31442
_SET1_   ENSG00000143353     1  219347186  219386207     55      10  127184      -1.0714      0.60519    4.4409e-16      -1.0714
_SET1_   ENSG00000143502     1  223394161  223537544    305      20  128370     -0.16115      0.19346    3.6082e-16     -0.16115
_SET1_   ENSG00000162909     1  223889295  223963720    216      15  128368       1.7118    0.0053493    4.4409e-16       1.7118
_SET1_   ENSG00000143742     1  225965515  225978168     35       8  128728      0.69006     0.073156    3.3307e-16      0.69006
_SET1_   ENSG00000203685     1  226736501  226796915    177      28  127090       1.8362    0.0028941    4.4409e-16       1.8362
_SET1_   ENSG00000143740     1  227916240  227968932    125      17  128573      -1.4625      0.73203    4.4409e-16      -1.4625
_SET1_   ENSG00000081692     1  227918126  227923112     14       5  129767     -0.79282      0.54998    3.3307e-16     -0.79282
_SET1_   ENSG00000143761     1  228270361  228286913     25       6  129498      -1.3645      0.76889    4.4409e-16      -1.3645
_SET1_   ENSG00000143774     1  228327663  228336685     12       4  129089      -0.5703       0.4753    3.3307e-16      -0.5703
_SET1_   ENSG00000177614     1  230450228  230562117    409      40  129073      0.47638     0.060936    3.3307e-16      0.47638
_SET1_   ENSG00000143633     1  231359509  231376933     44      11  121312     -0.87853      0.54327    3.3307e-16     -0.87853
_SET1_   ENSG00000116906     1  231376953  231413719     88       9  120478     -0.29099      0.27224    3.3307e-16     -0.29099
_SET1_   ENSG00000091483     1  241660903  241683061     37       9  126368      0.41307      0.11231    3.3307e-16      0.41307
_SET1_   ENSG00000117020     1  243651535  244014381    487      23  128291       4.6137    5.026e-09             0       4.6137
_SET1_   ENSG00000179456     1  244212241  244220778      5       3  110454      0.67751      0.09976    3.3307e-16      0.67751
_SET1_   ENSG00000175137     1  249104645  249120832     29       5  128108     -0.68676      0.53625    3.3307e-16     -0.68676
_SET1_   ENSG00000189292     2     279558     288851     16       4  130644      0.94835     0.050879    3.3307e-16      0.94835
_SET1_   ENSG00000118004     2    3642422    3692234    187      20  128194     -0.84527      0.47186    3.3307e-16     -0.84527
_SET1_   ENSG00000115738     2    8818975    8824583     10       5  127188    -0.034911      0.30651    3.4694e-16    -0.034911
_SET1_   ENSG00000143870     2   10923517   10978103    326      16  129361       1.2431     0.011559    4.4409e-16       1.2431
_SET1_   ENSG00000134318     2   11319887   11488456    403      18  127903     -0.12732      0.17543    3.6082e-16     -0.12732
_SET1_   ENSG00000163032     2   17720393   17838285    397      17  128642     -0.16423      0.20506    3.6082e-16     -0.16423
_SET1_   ENSG00000240857     2   18735989   18741946     13       7  126247      -0.7682      0.51844    3.3307e-16      -0.7682
_SET1_   ENSG00000055917     2   20448452   20551995    201      18  128785      -1.1319      0.59768    4.4409e-16      -1.1319
_SET1_   ENSG00000119782     2   24272571   24286551     23       5  128530     -0.15611      0.30329    3.6082e-16     -0.15611
_SET1_   ENSG00000084710     2   25264999   25382006    244      27  129213       2.2574   0.00065674    4.4409e-16       2.2574
_SET1_   ENSG00000138029     2   26466038   26513336     77       8  126621      -0.5053       0.4041    3.3307e-16      -0.5053
_SET1_   ENSG00000138073     2   27353624   27357543      8       3  130644      0.20122      0.22325    3.6082e-16      0.20122
_SET1_   ENSG00000115194     2   27476552   27498685     38       8  115348       1.9049    0.0040937    4.4409e-16       1.9049
_SET1_   ENSG00000138100     2   27505260   27530307     35       7  126203       3.0392   8.8633e-05    4.4409e-16       3.0392
_SET1_   ENSG00000115234     2   27593363   27600400      9       2  130644       2.3022    0.0018095    4.4409e-16       2.3022
_SET1_   ENSG00000115226     2   27714750   27718112      5       1  129425       2.7294   0.00050324    4.4409e-16       2.7294
_SET1_   ENSG00000243147     2   27994584   28210954    319      15  126689       3.5757   2.8096e-06    4.4409e-16       3.5757
_SET1_   ENSG00000213639     2   28974506   29025806    106      11  128075       2.3722   0.00063112    4.4409e-16       2.3722
_SET1_   ENSG00000119801     2   30369807   30383399     26       9  127368      -1.1349      0.64717    4.4409e-16      -1.1349
_SET1_   ENSG00000013016     2   31457203   31492313    116      15  128608      -1.6099      0.77428    4.4409e-16      -1.6099
_SET1_   ENSG00000119820     2   32502979   32541663     80      16  117515     -0.80485      0.49563    3.3307e-16     -0.80485
_SET1_   ENSG00000003509     2   37458774   37480546     71      12  127181       3.3637   1.3963e-05    4.4409e-16       3.3637
_SET1_   ENSG00000152154     2   39892122   39945103     62       5  128614       2.3432   0.00096197    4.4409e-16       2.3432
_SET1_   ENSG00000115944     2   42560686   42652228    180      17  129670     -0.74047      0.43686    3.3307e-16     -0.74047
_SET1_   ENSG00000119878     2   46843555   46852881     20       6  125627       2.3875   0.00084235    4.4409e-16       2.3875
_SET1_   ENSG00000143933     2   47387221   47403740     36       9  127247       1.9408    0.0040551    4.4409e-16       1.9408
_SET1_   ENSG00000179915     2   50145643   51452713   4011     140  128316       1.8771   1.8458e-05    4.4409e-16       1.8771
_SET1_   ENSG00000143942     2   53994929   54002333     20       7  129767       1.8258    0.0069944    4.4409e-16       1.8258
_SET1_   ENSG00000170634     2   54197975   54532437    931      42  129027       2.7347   1.0657e-05    4.4409e-16       2.7347
_SET1_   ENSG00000055813     2   56411258   56613308    614      49  128822       1.9387   0.00079137    4.4409e-16       1.9387
_SET1_   ENSG00000082898     2   61704984   61765761     93       9  127814      0.75675     0.057398    3.3307e-16      0.75675
_SET1_   ENSG00000115484     2   62095224   62115939     60       9  129253      -1.5124      0.76822    4.4409e-16      -1.5124
_SET1_   ENSG00000014641     2   63815743   63834331     36       6  125972      -2.5289      0.96176    4.4409e-16      -2.5289
_SET1_   ENSG00000169764     2   64068074   64118696    113      20  127189       -1.275       0.6751    4.4409e-16       -1.275
_SET1_   ENSG00000119862     2   64681103   64688515     14       7  125765      0.67952     0.074256    3.3307e-16      0.67952
_SET1_   ENSG00000138069     2   65297835   65357240    170      18  128434     -0.66257      0.42592    3.3307e-16     -0.66257
_SET1_   ENSG00000138071     2   65454887   65498387    110      12  128778      -1.2107      0.64241    4.4409e-16      -1.2107
_SET1_   ENSG00000197223     2   68268262   68338080     84      18  126833     -0.38922      0.33282    3.3307e-16     -0.38922
_SET1_   ENSG00000119865     2   68511303   68547183     81      19  129511     -0.64765      0.42816    3.3307e-16     -0.64765
_SET1_   ENSG00000116005     2   70484518   70508323     43       4  129820     -0.62295       0.5115    3.3307e-16     -0.62295
_SET1_   ENSG00000035141     2   70523107   70529222     13       2  130267     -0.99441      0.68932    3.3307e-16     -0.99441
_SET1_   ENSG00000135638     2   73143389   73163200     25       9  125684        2.188     0.001664    4.4409e-16        2.188
_SET1_   ENSG00000135624     2   73460548   73480149     51      10  127181       2.1954    0.0016744    4.4409e-16       2.1954
_SET1_   ENSG00000144034     2   73956231   73964527     10       2  128122       1.0887     0.043536    4.4409e-16       1.0887
_SET1_   ENSG00000162951     2   80515476   80531874     27       7  128814      0.21386       0.1654    3.6082e-16      0.21386
_SET1_   ENSG00000163541     2   84650647   84687169     91       9  113019     -0.55332      0.47615    3.3307e-16     -0.55332
_SET1_   ENSG00000168894     2   85822848   85824736      6       2  130568      -2.4847      0.97625    4.4409e-16      -2.4847
_SET1_   ENSG00000132305     2   86371055   86422893    139       7  128178     -0.62079      0.40824    3.3307e-16     -0.62079
_SET1_   ENSG00000132313     2   86426478   86440917     31       4  130352     -0.37605      0.37327    3.3307e-16     -0.37605
_SET1_   ENSG00000068615     2   86441116   86565206    401      17  128991       1.6038    0.0038944    4.4409e-16       1.6038
_SET1_   ENSG00000115561     2   86730554   86790602    149      19  128410      0.60428     0.070057    3.3307e-16      0.60428
_SET1_   ENSG00000115041     2   95963052   96051831     98      10  128894     -0.92673       0.5636    3.3307e-16     -0.92673
_SET1_   ENSG00000135940     2   98262503   98264846      1       1  107609       1.8792      0.03147    4.4409e-16       1.8792
_SET1_   ENSG00000115073     2   98272426   98280570     14       3  128192       1.4168     0.019682    4.4409e-16       1.4168
_SET1_   ENSG00000115514     2   99935445   99957165     48       8  127710     -0.94169      0.55955    3.3307e-16     -0.94169
_SET1_   ENSG00000115526     2  101008322  101034118     66      10  116368       -2.022      0.87998    4.4409e-16       -2.022
_SET1_   ENSG00000163162     2  101887681  101925163     60      12  127097       1.1623     0.023945    4.4409e-16       1.1623
_SET1_   ENSG00000175874     2  101962013  102004057    110      11  129756      0.26783      0.14746    3.3307e-16      0.26783
_SET1_   ENSG00000071051     2  106361354  106510730    521      28  128746     -0.19946      0.16334    3.6082e-16     -0.19946
_SET1_   ENSG00000135968     2  109065017  109125871    178      16  127301     -0.95175      0.51214    3.3307e-16     -0.95175
_SET1_   ENSG00000153201     2  109335937  109402267     74       7  123114       1.1646     0.026641    4.4409e-16       1.1646
_SET1_   ENSG00000175701     2  110969106  111002997     39       5  129720        1.341     0.023859    4.4409e-16        1.341
_SET1_   ENSG00000144161     2  112969102  113012713     47       8  126248       1.7784    0.0059146    4.4409e-16       1.7784
_SET1_   ENSG00000115091     2  114647537  114720173    226      17  128869     -0.83281      0.50646    3.3307e-16     -0.83281
_SET1_   ENSG00000088179     2  120517207  120741394    387      18  127262      -1.6532      0.73935    4.4409e-16      -1.6532
_SET1_   ENSG00000163083     2  121103719  121109384      5       3  124125      0.58725      0.14621    3.3307e-16      0.58725
_SET1_   ENSG00000136718     2  131099798  131105383      9       4  127559      0.91599     0.057124    3.3307e-16      0.91599
_SET1_   ENSG00000115839     2  135809835  135933964    165      12  124513     -0.67698      0.44683    3.3307e-16     -0.67698
_SET1_   ENSG00000121988     2  135894486  136288806    546      11  124392     -0.36092      0.23607    3.3307e-16     -0.36092
_SET1_   ENSG00000144229     2  137523115  138435287   2986      99  128604     -0.89616     0.081594    3.3307e-16     -0.89616
_SET1_   ENSG00000075884     2  143848931  144525921   1485      95  128223      0.16196     0.020701    3.6082e-16      0.16196
_SET1_   ENSG00000121964     2  144695635  145090135    501      39  127185       2.5707   0.00016542    4.4409e-16       2.5707
_SET1_   ENSG00000168280     2  149632819  149883273    216      13  127328     -0.25261      0.28007    3.3307e-16     -0.25261
_SET1_   ENSG00000162980     2  152645498  152685006     85      15  124927        1.628    0.0098967    4.4409e-16        1.628
_SET1_   ENSG00000177519     2  154333852  154335322      2       1  130644      -2.3471      0.96306    4.4409e-16      -2.3471
_SET1_   ENSG00000162989     2  155554811  155714864    463      55  128680     -0.25348      0.19105    3.3307e-16     -0.25348
_SET1_   ENSG00000153234     2  157180944  157198860     13       4  130454       3.1442   7.1804e-05    4.4409e-16       3.1442
_SET1_   ENSG00000115233     2  162164549  162268228    148      16  128362      -1.2167      0.65414    4.4409e-16      -1.2167
_SET1_   ENSG00000136535     2  162272605  162282381      8       3  130509      -1.1142      0.70002    4.4409e-16      -1.1142
_SET1_   ENSG00000184611     2  163227917  163695240    856      55  127992      -1.1496      0.39741    4.4409e-16      -1.1496
_SET1_   ENSG00000136531     2  166051503  166248820    451      37  128695      -1.3101      0.56379    4.4409e-16      -1.3101
_SET1_   ENSG00000172292     2  169312372  169631647    811      72  126005       2.2172   0.00017471    4.4409e-16       2.2172
_SET1_   ENSG00000144362     2  170550964  170558218      9       3  130644       1.0725     0.041371    4.4409e-16       1.0725
_SET1_   ENSG00000213160     2  170550998  170633499    336      25  129080       1.1157     0.016625    4.4409e-16       1.1157
