"gene"	"cellType.target"	"mean.target"	"cellType.2nd"	"mean.2nd"	"MeanRatio"	"MeanRatio.rank"	"MeanRatio.anno"	"Cell_type_resolution"
"Dcc"	"OPC"	1.71237933570528	"ExNeuron"	1.1403780525684	1.50158917198433	47	"OPC/ExNeuron: 1.502"	"Main"
"Plppr1"	"OPC"	1.25828173928452	"InhNeuron"	0.840845487523795	1.49644822735511	48	"OPC/InhNeuron: 1.496"	"Main"
"Glcci1"	"OPC"	1.48812780814646	"ExNeuron"	1.00823843862846	1.47596813524666	49	"OPC/ExNeuron: 1.476"	"Main"
"Tmem132d"	"OPC"	1.91473487481647	"InhNeuron"	1.30530711297155	1.46688457895365	50	"OPC/InhNeuron: 1.467"	"Main"
"Dnm3"	"OPC"	2.12808287175198	"Oligodendrocytes"	1.48631168499761	1.43178775571249	51	"OPC/Oligodendrocytes: 1.432"	"Main"
"Kif13a"	"OPC"	1.36673855156396	"Oligodendrocytes"	0.967671793542274	1.41239887396207	52	"OPC/Oligodendrocytes: 1.412"	"Main"
"Sox6"	"OPC"	2.59406674712518	"Astrocytes"	1.86769833931637	1.38891098873851	53	"OPC/Astrocytes: 1.389"	"Main"
"Ptprz1"	"OPC"	3.48329219198605	"Astrocytes"	2.52328915735156	1.38045700463521	54	"OPC/Astrocytes: 1.38"	"Main"
"AABR07021536.1"	"OPC"	2.22832119816592	"ExNeuron"	1.62145653305876	1.37427131269585	55	"OPC/ExNeuron: 1.374"	"Main"
"Sorcs3"	"OPC"	1.10585228551437	"InhNeuron"	0.809982156168163	1.36527981152807	56	"OPC/InhNeuron: 1.365"	"Main"
"Tox"	"OPC"	1.63150731727612	"Astrocytes"	1.19791572982764	1.36195499954815	57	"OPC/Astrocytes: 1.362"	"Main"
"Samd4a"	"OPC"	1.13796979664854	"Astrocytes"	0.840860612046876	1.35333940054395	58	"OPC/Astrocytes: 1.353"	"Main"
"Bcas1"	"OPC"	2.27225757549818	"Oligodendrocytes"	1.68332406789099	1.34986341539396	59	"OPC/Oligodendrocytes: 1.35"	"Main"
"Klf12"	"OPC"	1.71912207383642	"InhNeuron"	1.28592500830696	1.33687583858393	60	"OPC/InhNeuron: 1.337"	"Main"
"Lrrc4c"	"OPC"	2.86455268650348	"ExNeuron"	2.15018234399259	1.33223709817299	61	"OPC/ExNeuron: 1.332"	"Main"
"Dscaml1"	"OPC"	1.78118836075581	"ExNeuron"	1.3386390031133	1.33059649137166	62	"OPC/ExNeuron: 1.331"	"Main"
"Agap1"	"OPC"	1.86908871303698	"Oligodendrocytes"	1.40909746822452	1.32644387999082	63	"OPC/Oligodendrocytes: 1.326"	"Main"
"Maml2"	"OPC"	2.3912893018457	"Astrocytes"	1.82918261911059	1.30729937889331	64	"OPC/Astrocytes: 1.307"	"Main"
"Cdh13"	"OPC"	1.79864323116739	"InhNeuron"	1.37728029333801	1.30593840619628	65	"OPC/InhNeuron: 1.306"	"Main"
"Mmp16"	"OPC"	2.04938640379752	"ExNeuron"	1.6124425819318	1.27098256196027	66	"OPC/ExNeuron: 1.271"	"Main"
"Grid2"	"OPC"	1.52849344516363	"InhNeuron"	1.22049158338066	1.25235885767424	67	"OPC/InhNeuron: 1.252"	"Main"
"Sntg1"	"OPC"	1.23895426276167	"InhNeuron"	0.992275008905778	1.24859968420238	68	"OPC/InhNeuron: 1.249"	"Main"
"Tacc2"	"OPC"	1.40712890415393	"InhNeuron"	1.16637415354588	1.20641296780809	69	"OPC/InhNeuron: 1.206"	"Main"
"Luzp2"	"OPC"	2.74591137903434	"Astrocytes"	2.28219852797158	1.2031869030583	70	"OPC/Astrocytes: 1.203"	"Main"
"Nlgn1"	"OPC"	3.85574968945846	"ExNeuron"	3.20816916292493	1.20185360984616	71	"OPC/ExNeuron: 1.202"	"Main"
"Fyn"	"OPC"	1.12838430978127	"ExNeuron"	0.948320997987354	1.18987590929239	72	"OPC/ExNeuron: 1.19"	"Main"
"Il1rapl1"	"OPC"	3.54598960930713	"InhNeuron"	3.04259931269452	1.16544744965672	73	"OPC/InhNeuron: 1.165"	"Main"
"Ptn"	"OPC"	1.76678005526912	"Endothelial"	1.52785493613518	1.15637945297236	74	"OPC/Endothelial: 1.156"	"Main"
"Gpc6"	"OPC"	1.56521259449359	"InhNeuron"	1.36471721848526	1.14691349481973	75	"OPC/InhNeuron: 1.147"	"Main"
"Tmtc2"	"OPC"	1.46753328484905	"Astrocytes"	1.27996286509491	1.14654364190498	76	"OPC/Astrocytes: 1.147"	"Main"
"Anks1b"	"OPC"	3.74804267669887	"InhNeuron"	3.27702910499843	1.14373188537813	77	"OPC/InhNeuron: 1.144"	"Main"
"Gpm6b"	"OPC"	1.50166274982566	"Astrocytes"	1.32035831705839	1.13731456864769	78	"OPC/Astrocytes: 1.137"	"Main"
"Arhgap35"	"OPC"	1.14040878201072	"ExNeuron"	1.00709514586873	1.13237442032052	79	"OPC/ExNeuron: 1.132"	"Main"
"Rev3l"	"OPC"	1.12935063279514	"InhNeuron"	1.00012630816091	1.12920800460879	80	"OPC/InhNeuron: 1.129"	"Main"
"Erbb4"	"OPC"	1.37899103098209	"InhNeuron"	1.2224123645451	1.12808989092258	81	"OPC/InhNeuron: 1.128"	"Main"
"Adgrl3"	"OPC"	2.5496368029508	"InhNeuron"	2.30766413286313	1.10485610390255	82	"OPC/InhNeuron: 1.105"	"Main"
"Gria4"	"OPC"	2.31285609782933	"InhNeuron"	2.11834990216646	1.09181967316351	83	"OPC/InhNeuron: 1.092"	"Main"
"Tcf12"	"OPC"	1.64371258936895	"Oligodendrocytes"	1.51681146942183	1.08366308041927	84	"OPC/Oligodendrocytes: 1.084"	"Main"
"Alcam"	"OPC"	1.70359161837941	"InhNeuron"	1.57935829232567	1.07866063492838	85	"OPC/InhNeuron: 1.079"	"Main"
"Gmds"	"OPC"	1.23968794130894	"InhNeuron"	1.14969283817292	1.07827751913201	86	"OPC/InhNeuron: 1.078"	"Main"
"Lrrtm4"	"OPC"	3.32266257742057	"InhNeuron"	3.12927159291914	1.06180063914523	87	"OPC/InhNeuron: 1.062"	"Main"
"Arl15"	"OPC"	1.16944747527193	"InhNeuron"	1.11134992892117	1.05227655560041	88	"OPC/InhNeuron: 1.052"	"Main"
"Opcml"	"OPC"	2.79569273299317	"ExNeuron"	2.65866091236621	1.05154166896184	89	"OPC/ExNeuron: 1.052"	"Main"
"Dpyd"	"OPC"	1.2348153366207	"ExNeuron"	1.19030165311495	1.03739697696736	90	"OPC/ExNeuron: 1.037"	"Main"
"Tcf4"	"OPC"	2.36709049322418	"Astrocytes"	2.28428784186156	1.03624878171883	91	"OPC/Astrocytes: 1.036"	"Main"
"Hip1"	"OPC"	1.15420006922223	"Endothelial"	1.11455171192201	1.0355733671898	92	"OPC/Endothelial: 1.036"	"Main"
"Dmd"	"OPC"	2.36298641406905	"ExNeuron"	2.29547668354772	1.02940989599467	93	"OPC/ExNeuron: 1.029"	"Main"
"Fchsd2"	"OPC"	1.91607344766934	"Microglia"	1.86556996153968	1.02707134397038	94	"OPC/Microglia: 1.027"	"Main"
"Pde7b"	"OPC"	1.37769272481733	"InhNeuron"	1.34274832749057	1.02602453237984	95	"OPC/InhNeuron: 1.026"	"Main"
"Ncam1"	"OPC"	1.19463034803516	"Oligodendrocytes"	1.16476526873607	1.02564042738971	96	"OPC/Oligodendrocytes: 1.026"	"Main"
"Tsc22d1"	"OPC"	1.24933696716212	"ExNeuron"	1.23805885895777	1.00910950890803	97	"OPC/ExNeuron: 1.009"	"Main"
"Nnat"	"OPC"	1.42023928681381	"InhNeuron"	1.41840342674149	1.00129431446492	98	"OPC/InhNeuron: 1.001"	"Main"
"Rtn4r"	"ExNeuron"	0.789504703506599	"Endothelial"	0.120034191937938	6.57733176489249	1	"ExNeuron/Endothelial: 6.577"	"Main"
"Slc17a7"	"ExNeuron"	1.56315540740606	"Microglia"	0.293463946067673	5.32656712469067	2	"ExNeuron/Microglia: 5.327"	"Main"
"Nptxr"	"ExNeuron"	1.25072891724275	"InhNeuron"	0.25861591183736	4.8362411591647	3	"ExNeuron/InhNeuron: 4.836"	"Main"
"Pcsk5"	"ExNeuron"	0.817188736963426	"InhNeuron"	0.20207101112261	4.04406714463157	4	"ExNeuron/InhNeuron: 4.044"	"Main"
"Galnt14"	"ExNeuron"	0.855188377409917	"InhNeuron"	0.219806399278385	3.89064367651472	5	"ExNeuron/InhNeuron: 3.891"	"Main"
"Stx1a"	"ExNeuron"	0.86023276670513	"InhNeuron"	0.223986735966172	3.84055226750145	6	"ExNeuron/InhNeuron: 3.841"	"Main"
"LOC103694210"	"ExNeuron"	0.895514526719716	"Endothelial"	0.235946959009768	3.79540609668396	7	"ExNeuron/Endothelial: 3.795"	"Main"
"Slit1"	"ExNeuron"	1.00030543715996	"InhNeuron"	0.284550605612282	3.51538677982272	8	"ExNeuron/InhNeuron: 3.515"	"Main"
"Mfsd4a"	"ExNeuron"	0.632739237065848	"InhNeuron"	0.180604473540573	3.50345273658852	9	"ExNeuron/InhNeuron: 3.503"	"Main"
"Mlip"	"ExNeuron"	0.714388704909897	"InhNeuron"	0.212269262775179	3.36548351640778	10	"ExNeuron/InhNeuron: 3.365"	"Main"
"St6gal2"	"ExNeuron"	0.673240782129648	"InhNeuron"	0.200706919051757	3.35434764935052	11	"ExNeuron/InhNeuron: 3.354"	"Main"
"Tmem178a"	"ExNeuron"	0.950687785525152	"InhNeuron"	0.311677847634065	3.05022571460175	12	"ExNeuron/InhNeuron: 3.05"	"Main"
"Anxa11"	"ExNeuron"	0.735505091126359	"Endothelial"	0.26304020089838	2.79616989575866	13	"ExNeuron/Endothelial: 2.796"	"Main"
"Unc13b"	"ExNeuron"	0.738480615429037	"OPC"	0.264154122704302	2.79564296732822	14	"ExNeuron/OPC: 2.796"	"Main"
"Rasgrp1"	"ExNeuron"	0.649514483023502	"InhNeuron"	0.235834434277862	2.75411215928815	15	"ExNeuron/InhNeuron: 2.754"	"Main"
"Kcnt2"	"ExNeuron"	1.28391552717595	"InhNeuron"	0.46954242807122	2.7343972566015	16	"ExNeuron/InhNeuron: 2.734"	"Main"
"Epha7"	"ExNeuron"	1.0575586197199	"InhNeuron"	0.398058690824009	2.65679067961229	17	"ExNeuron/InhNeuron: 2.657"	"Main"
"Slit3"	"ExNeuron"	0.931177756800846	"InhNeuron"	0.351459270622181	2.64946135907128	18	"ExNeuron/InhNeuron: 2.649"	"Main"
"Il1rapl2"	"ExNeuron"	1.56766369198783	"InhNeuron"	0.592291683798108	2.6467764698891	19	"ExNeuron/InhNeuron: 2.647"	"Main"
"Khdrbs3"	"ExNeuron"	1.55286544620255	"InhNeuron"	0.592965677505316	2.6188116869355	20	"ExNeuron/InhNeuron: 2.619"	"Main"
"Thrb"	"ExNeuron"	1.41784090082601	"Oligodendrocytes"	0.552722458848516	2.56519502352011	21	"ExNeuron/Oligodendrocytes: 2.565"	"Main"
"Lingo1"	"ExNeuron"	0.897013174628899	"OPC"	0.360903995753482	2.4854620208794	22	"ExNeuron/OPC: 2.485"	"Main"
"AABR07048878.1"	"ExNeuron"	1.80252415998992	"InhNeuron"	0.741160699190488	2.43202879208069	23	"ExNeuron/InhNeuron: 2.432"	"Main"
"Rimbp2"	"ExNeuron"	1.18825613446729	"InhNeuron"	0.491617183916889	2.417035395305	24	"ExNeuron/InhNeuron: 2.417"	"Main"
"Ccn3"	"ExNeuron"	0.838734994403863	"Microglia"	0.348560271274202	2.40628397303505	25	"ExNeuron/Microglia: 2.406"	"Main"
"Trpc5"	"ExNeuron"	0.916345079871252	"InhNeuron"	0.388420388260151	2.35915803486998	26	"ExNeuron/InhNeuron: 2.359"	"Main"
"Hace1"	"ExNeuron"	0.707974709797471	"InhNeuron"	0.300138613149764	2.35882581840346	27	"ExNeuron/InhNeuron: 2.359"	"Main"
"Nck2"	"ExNeuron"	0.979833179677455	"Endothelial"	0.432085270754233	2.26768475113047	28	"ExNeuron/Endothelial: 2.268"	"Main"
"Lmo4"	"ExNeuron"	1.24311340991872	"Astrocytes"	0.561091063036763	2.21552880060267	29	"ExNeuron/Astrocytes: 2.216"	"Main"
"Brinp2"	"ExNeuron"	1.41563651679364	"InhNeuron"	0.64564400436103	2.19259608581767	30	"ExNeuron/InhNeuron: 2.193"	"Main"
"Cadps2"	"ExNeuron"	1.32792252264644	"InhNeuron"	0.611148119582806	2.17283254271147	31	"ExNeuron/InhNeuron: 2.173"	"Main"
"Mapk11"	"ExNeuron"	1.31852626263626	"InhNeuron"	0.631119674319317	2.08918580150165	32	"ExNeuron/InhNeuron: 2.089"	"Main"
"Gabbr2"	"ExNeuron"	1.79346767757415	"InhNeuron"	0.858732395625693	2.08850590324753	33	"ExNeuron/InhNeuron: 2.089"	"Main"
"Garnl3"	"ExNeuron"	0.958666733244589	"InhNeuron"	0.462004889138165	2.07501426020168	34	"ExNeuron/InhNeuron: 2.075"	"Main"
"Hivep2"	"ExNeuron"	0.586412617589618	"InhNeuron"	0.283902552289782	2.06554190112057	35	"ExNeuron/InhNeuron: 2.066"	"Main"
"Cpne4"	"ExNeuron"	1.15917461579541	"InhNeuron"	0.562806119523405	2.05963399398895	36	"ExNeuron/InhNeuron: 2.06"	"Main"
"Arpp21"	"ExNeuron"	2.33990897928527	"InhNeuron"	1.14061212150269	2.05145021271787	37	"ExNeuron/InhNeuron: 2.051"	"Main"
"Ak5"	"ExNeuron"	1.95144322726254	"OPC"	0.95685593959649	2.03943263192312	38	"ExNeuron/OPC: 2.039"	"Main"
"Mmd"	"ExNeuron"	0.659544279271108	"InhNeuron"	0.326785871209085	2.01827660672978	39	"ExNeuron/InhNeuron: 2.018"	"Main"
"Enc1"	"ExNeuron"	1.14723096542112	"InhNeuron"	0.57010018639331	2.01233220546547	40	"ExNeuron/InhNeuron: 2.012"	"Main"
"Car10"	"ExNeuron"	1.66976728691847	"InhNeuron"	0.833804064894326	2.00258952578997	41	"ExNeuron/InhNeuron: 2.003"	"Main"
"Gfod1"	"ExNeuron"	1.03769204041677	"InhNeuron"	0.519341370164626	1.99809239169187	42	"ExNeuron/InhNeuron: 1.998"	"Main"
"Atrnl1"	"ExNeuron"	1.02959560255496	"InhNeuron"	0.517186394380345	1.99076312475031	43	"ExNeuron/InhNeuron: 1.991"	"Main"
"Plk2"	"ExNeuron"	0.788182443210204	"InhNeuron"	0.396997268898226	1.9853598625442	44	"ExNeuron/InhNeuron: 1.985"	"Main"
"Sh3gl2"	"ExNeuron"	1.75082193284053	"InhNeuron"	0.882844587272556	1.98315984271874	45	"ExNeuron/InhNeuron: 1.983"	"Main"
"Prkag2"	"ExNeuron"	1.24893414359955	"InhNeuron"	0.63977558757725	1.95214410779428	46	"ExNeuron/InhNeuron: 1.952"	"Main"
"Rap1gap2"	"ExNeuron"	0.759365581180128	"InhNeuron"	0.391843480118634	1.93793088237738	47	"ExNeuron/InhNeuron: 1.938"	"Main"
"Fam81a"	"ExNeuron"	0.687689659180008	"InhNeuron"	0.354983713296597	1.9372428464216	48	"ExNeuron/InhNeuron: 1.937"	"Main"
"Cnih3"	"ExNeuron"	0.709460196344183	"InhNeuron"	0.36771029525415	1.92939987131398	49	"ExNeuron/InhNeuron: 1.929"	"Main"
"Sntb2"	"ExNeuron"	0.751476831898395	"InhNeuron"	0.390144256572526	1.92615121006837	50	"ExNeuron/InhNeuron: 1.926"	"Main"
"AABR07024786.1"	"ExNeuron"	0.884828142223447	"InhNeuron"	0.461237992299904	1.91837653661479	51	"ExNeuron/InhNeuron: 1.918"	"Main"
"Elavl4"	"ExNeuron"	1.0674595768876	"OPC"	0.557478492947023	1.91479956696561	52	"ExNeuron/OPC: 1.915"	"Main"
"Ssbp3"	"ExNeuron"	0.792978634872347	"InhNeuron"	0.41504063966225	1.91060479166005	53	"ExNeuron/InhNeuron: 1.911"	"Main"
"Gtdc1"	"ExNeuron"	1.02250439516056	"InhNeuron"	0.539370561803472	1.89573637786543	54	"ExNeuron/InhNeuron: 1.896"	"Main"
"Me1"	"ExNeuron"	0.671450022950713	"Astrocytes"	0.358977463795899	1.8704517432673	55	"ExNeuron/Astrocytes: 1.87"	"Main"
"Pgm2l1"	"ExNeuron"	1.70543839602424	"InhNeuron"	0.917172542758943	1.85945208400387	56	"ExNeuron/InhNeuron: 1.859"	"Main"
"Epha5"	"ExNeuron"	2.56874228933767	"InhNeuron"	1.38597628641678	1.85338112528515	57	"ExNeuron/InhNeuron: 1.853"	"Main"
"Ube2ql1"	"ExNeuron"	0.612995576099479	"InhNeuron"	0.334987678912477	1.82990484333497	58	"ExNeuron/InhNeuron: 1.83"	"Main"
"Olfm1"	"ExNeuron"	1.62647378538167	"Endothelial"	0.900365634672226	1.80645920140409	59	"ExNeuron/Endothelial: 1.806"	"Main"
"Aff3"	"ExNeuron"	1.85626673510981	"InhNeuron"	1.02854952395018	1.80474220432358	60	"ExNeuron/InhNeuron: 1.805"	"Main"
"Bsn"	"ExNeuron"	1.36018996434478	"InhNeuron"	0.759822567353756	1.79014157092219	61	"ExNeuron/InhNeuron: 1.79"	"Main"
"Mtmr12"	"ExNeuron"	0.870278458124314	"Microglia"	0.48693007748475	1.7872760348257	62	"ExNeuron/Microglia: 1.787"	"Main"
"Etl4"	"ExNeuron"	1.4997978867496	"InhNeuron"	0.841629609475901	1.7820165425068	63	"ExNeuron/InhNeuron: 1.782"	"Main"
"Pde1a"	"ExNeuron"	1.13837756791842	"InhNeuron"	0.638984119399118	1.78154281672745	64	"ExNeuron/InhNeuron: 1.782"	"Main"
"Mpdz"	"ExNeuron"	0.791956047008403	"OPC"	0.444911298608731	1.78003132193969	65	"ExNeuron/OPC: 1.78"	"Main"
"Cpeb1"	"ExNeuron"	0.758016919962064	"InhNeuron"	0.426011217862692	1.77933558596192	66	"ExNeuron/InhNeuron: 1.779"	"Main"
"Iqsec3"	"ExNeuron"	0.603075682355322	"InhNeuron"	0.341647474436012	1.76519871353029	67	"ExNeuron/InhNeuron: 1.765"	"Main"
"Sept11"	"ExNeuron"	0.821421565795759	"Astrocytes"	0.466519277039269	1.76074517436633	68	"ExNeuron/Astrocytes: 1.761"	"Main"
"Fbxw7"	"ExNeuron"	0.796011601147397	"InhNeuron"	0.454137101920394	1.75280019575879	69	"ExNeuron/InhNeuron: 1.753"	"Main"
"Phf24"	"ExNeuron"	0.728291910868655	"InhNeuron"	0.417024433029027	1.74640105755617	70	"ExNeuron/InhNeuron: 1.746"	"Main"
"Osbp2"	"ExNeuron"	0.868232378823361	"InhNeuron"	0.497615061492579	1.74478717790239	71	"ExNeuron/InhNeuron: 1.745"	"Main"
"Exoc6"	"ExNeuron"	0.761651124456885	"InhNeuron"	0.43660024378496	1.74450457895764	72	"ExNeuron/InhNeuron: 1.745"	"Main"
"Aff2"	"ExNeuron"	1.13607604663674	"InhNeuron"	0.658879012954627	1.72425593212054	73	"ExNeuron/InhNeuron: 1.724"	"Main"
"Pcsk2"	"ExNeuron"	1.7293044915006	"OPC"	1.00541718231418	1.71998700829863	74	"ExNeuron/OPC: 1.72"	"Main"
"AABR07026483.1"	"ExNeuron"	0.960133867310148	"InhNeuron"	0.559380850335352	1.71642248163222	75	"ExNeuron/InhNeuron: 1.716"	"Main"
"Lmo3"	"ExNeuron"	1.09785992888916	"InhNeuron"	0.643046355715835	1.70727960609781	76	"ExNeuron/InhNeuron: 1.707"	"Main"
"Ralgapa2"	"ExNeuron"	0.832195694092669	"Endothelial"	0.48769368430513	1.70639013970088	77	"ExNeuron/Endothelial: 1.706"	"Main"
"Megf9"	"ExNeuron"	0.83004960066663	"InhNeuron"	0.486769707488769	1.70522032882619	78	"ExNeuron/InhNeuron: 1.705"	"Main"
"RGD1306271"	"ExNeuron"	0.956390152798168	"InhNeuron"	0.562214764820102	1.70111176839014	79	"ExNeuron/InhNeuron: 1.701"	"Main"
"Gas7"	"ExNeuron"	0.667549381494765	"InhNeuron"	0.394370921074414	1.69269422724198	80	"ExNeuron/InhNeuron: 1.693"	"Main"
"AABR07021704.1"	"ExNeuron"	0.81631127314885	"InhNeuron"	0.482825006754728	1.69069799974866	81	"ExNeuron/InhNeuron: 1.691"	"Main"
"Fer"	"ExNeuron"	0.666537317611857	"Microglia"	0.395928562599603	1.68347873978952	82	"ExNeuron/Microglia: 1.683"	"Main"
"Cdk14"	"ExNeuron"	1.82321944165357	"InhNeuron"	1.08548956816539	1.67962870867108	83	"ExNeuron/InhNeuron: 1.68"	"Main"
"Tsga10"	"ExNeuron"	0.654585485447597	"InhNeuron"	0.392371773704212	1.66827873286587	84	"ExNeuron/InhNeuron: 1.668"	"Main"
"Slc7a8"	"ExNeuron"	0.711458175348408	"InhNeuron"	0.429453194150812	1.65666057451319	85	"ExNeuron/InhNeuron: 1.657"	"Main"
"Sobp"	"ExNeuron"	1.44730906354153	"InhNeuron"	0.877042982789731	1.65021451849244	86	"ExNeuron/InhNeuron: 1.65"	"Main"
