"gene"	"cellType.target"	"mean.target"	"cellType.2nd"	"mean.2nd"	"MeanRatio"	"MeanRatio.rank"	"MeanRatio.anno"	"Cell_type_resolution"
"ADAMTS19"	"Inhib.Thal"	2.84152854090025	"Excit.Thal"	0.743175840195332	3.82349423543343	28	"Inhib.Thal/Excit.Thal: 3.823"	"Broad"
"NELL1"	"Inhib.Thal"	4.81087706882155	"LHb"	1.32120764154608	3.64127251276858	29	"Inhib.Thal/LHb: 3.641"	"Broad"
"TSPAN12"	"Inhib.Thal"	1.01220226900682	"Astrocyte"	0.278747465737852	3.6312519158784	30	"Inhib.Thal/Astrocyte: 3.631"	"Broad"
"ARHGEF33"	"Inhib.Thal"	0.938891131913996	"LHb"	0.263653366017814	3.56108152949035	31	"Inhib.Thal/LHb: 3.561"	"Broad"
"SLCO5A1"	"Inhib.Thal"	0.883989341208753	"Excit.Thal"	0.251906140232458	3.50920124611894	32	"Inhib.Thal/Excit.Thal: 3.509"	"Broad"
"AC245187.2"	"Inhib.Thal"	0.997429790393306	"Astrocyte"	0.285927574328037	3.48840014027112	33	"Inhib.Thal/Astrocyte: 3.488"	"Broad"
"AC007405.1"	"Inhib.Thal"	0.76425507057895	"Astrocyte"	0.230684573548339	3.31298733514491	34	"Inhib.Thal/Astrocyte: 3.313"	"Broad"
"PPP1R14C"	"Inhib.Thal"	1.37000394472532	"Excit.Thal"	0.415361027372906	3.29834494437378	35	"Inhib.Thal/Excit.Thal: 3.298"	"Broad"
"AC092640.1"	"Inhib.Thal"	1.06145509658768	"Excit.Thal"	0.321978431905066	3.29666521545344	36	"Inhib.Thal/Excit.Thal: 3.297"	"Broad"
"FRMPD1"	"Inhib.Thal"	0.751274015409381	"OPC"	0.232644507570975	3.22927896838563	37	"Inhib.Thal/OPC: 3.229"	"Broad"
"AC022523.1"	"Inhib.Thal"	0.806031416558427	"Excit.Thal"	0.250366007941368	3.21941234429551	38	"Inhib.Thal/Excit.Thal: 3.219"	"Broad"
"GAD1"	"Inhib.Thal"	3.0678906849207	"OPC"	0.985164248191847	3.1140905595706	39	"Inhib.Thal/OPC: 3.114"	"Broad"
"UNC13C"	"Inhib.Thal"	4.41592192632137	"Excit.Thal"	1.49717341220314	2.94950597594649	40	"Inhib.Thal/Excit.Thal: 2.95"	"Broad"
"LAMB1"	"Inhib.Thal"	2.0823616758424	"Excit.Thal"	0.712806908547409	2.92135450831408	41	"Inhib.Thal/Excit.Thal: 2.921"	"Broad"
"LYPD6"	"Inhib.Thal"	1.95069517705435	"Astrocyte"	0.69302299087239	2.81476257317059	42	"Inhib.Thal/Astrocyte: 2.815"	"Broad"
"CCSAP"	"Inhib.Thal"	1.4203198212486	"Oligo"	0.516216470870001	2.75140353203934	43	"Inhib.Thal/Oligo: 2.751"	"Broad"
"SPHKAP"	"Inhib.Thal"	4.63837697641826	"Excit.Thal"	1.69480225198392	2.73682488384036	44	"Inhib.Thal/Excit.Thal: 2.737"	"Broad"
"PTCHD4"	"Inhib.Thal"	2.69182893289809	"LHb"	0.985524837846946	2.73136589715878	45	"Inhib.Thal/LHb: 2.731"	"Broad"
"TSPAN18"	"Inhib.Thal"	1.55302338520098	"Astrocyte"	0.573150778939501	2.70962448672674	46	"Inhib.Thal/Astrocyte: 2.71"	"Broad"
"PPARG"	"Inhib.Thal"	1.80154865330231	"Microglia"	0.688224330820914	2.61767649387436	47	"Inhib.Thal/Microglia: 2.618"	"Broad"
"HTR2A"	"Inhib.Thal"	1.47272345597738	"Excit.Thal"	0.565633435487508	2.60367114738907	48	"Inhib.Thal/Excit.Thal: 2.604"	"Broad"
"SYNPR"	"Inhib.Thal"	4.6747231569154	"MHb"	1.79641006872992	2.60225838091659	49	"Inhib.Thal/MHb: 2.602"	"Broad"
"CPNE5"	"Inhib.Thal"	1.06746231873938	"Excit.Thal"	0.410910095563868	2.59780017639761	50	"Inhib.Thal/Excit.Thal: 2.598"	"Broad"
"AC007368.1"	"Excit.Thal"	1.41548178318973	"LHb"	0.0529933955458705	26.7105319183502	1	"Excit.Thal/LHb: 26.711"	"Broad"
"GLRA2"	"Excit.Thal"	0.972365817411309	"LHb"	0.126922373988644	7.66110644525378	2	"Excit.Thal/LHb: 7.661"	"Broad"
"MLIP"	"Excit.Thal"	1.10955462881449	"LHb"	0.17270741337051	6.42447598027628	3	"Excit.Thal/LHb: 6.424"	"Broad"
"SULF1"	"Excit.Thal"	1.44261935214926	"Endo"	0.2468395328168	5.84436105386713	4	"Excit.Thal/Endo: 5.844"	"Broad"
"CAMK2A"	"Excit.Thal"	1.46971706287689	"LHb"	0.323743057496784	4.53976395429419	5	"Excit.Thal/LHb: 4.54"	"Broad"
"C8orf34"	"Excit.Thal"	1.83354325863858	"Endo"	0.408151399294375	4.49231158292847	6	"Excit.Thal/Endo: 4.492"	"Broad"
"AP000943.2"	"Excit.Thal"	1.39716363672957	"LHb"	0.406748701564556	3.4349553701226	7	"Excit.Thal/LHb: 3.435"	"Broad"
"CHRM3"	"Excit.Thal"	2.84587038549996	"Inhib.Thal"	0.88402754095777	3.21921009657312	8	"Excit.Thal/Inhib.Thal: 3.219"	"Broad"
"RAB3B"	"Excit.Thal"	1.15734003610118	"Inhib.Thal"	0.40276790151462	2.87346641018058	9	"Excit.Thal/Inhib.Thal: 2.873"	"Broad"
"AC107398.3"	"Excit.Thal"	0.823750735816578	"Astrocyte"	0.29670104548521	2.77636613807497	10	"Excit.Thal/Astrocyte: 2.776"	"Broad"
"RPH3A"	"Excit.Thal"	1.67891052170942	"LHb"	0.609654255224852	2.75387321144868	11	"Excit.Thal/LHb: 2.754"	"Broad"
"GRIN2D"	"Excit.Thal"	0.808455642626368	"Inhib.Thal"	0.308303220261533	2.62227440226072	12	"Excit.Thal/Inhib.Thal: 2.622"	"Broad"
"C3orf67-AS1"	"Excit.Thal"	0.999776964460544	"LHb"	0.388208067006997	2.57536370165776	13	"Excit.Thal/LHb: 2.575"	"Broad"
"FGF13"	"Excit.Thal"	2.69130237793842	"LHb"	1.07480251054821	2.5039971078647	14	"Excit.Thal/LHb: 2.504"	"Broad"
"VWC2L"	"Excit.Thal"	1.53607310306592	"LHb"	0.638139381357857	2.40711222021341	15	"Excit.Thal/LHb: 2.407"	"Broad"
"GABRG3"	"Excit.Thal"	2.41181373318857	"LHb"	1.02341981721623	2.35662207494562	16	"Excit.Thal/LHb: 2.357"	"Broad"
"FSTL4"	"Excit.Thal"	2.02277994153226	"LHb"	0.863702159357395	2.34198782487384	17	"Excit.Thal/LHb: 2.342"	"Broad"
"GLRA3"	"Excit.Thal"	1.45058057279191	"LHb"	0.652945796480461	2.22159416694447	18	"Excit.Thal/LHb: 2.222"	"Broad"
"CDH9"	"Excit.Thal"	1.51327518600374	"MHb"	0.686494284390357	2.2043521998841	19	"Excit.Thal/MHb: 2.204"	"Broad"
"ADGRL2"	"Excit.Thal"	2.67542085211567	"Inhib.Thal"	1.33882571521306	1.99833392928961	20	"Excit.Thal/Inhib.Thal: 1.998"	"Broad"
"SCN7A"	"Excit.Thal"	1.64657440854039	"LHb"	0.840362607731558	1.95936181999469	21	"Excit.Thal/LHb: 1.959"	"Broad"
"SGPP2"	"Excit.Thal"	1.18804372031167	"LHb"	0.608658015686526	1.9519068010164	22	"Excit.Thal/LHb: 1.952"	"Broad"
"PDE10A"	"Excit.Thal"	2.94994885553565	"OPC"	1.52271204529021	1.93729921862766	23	"Excit.Thal/OPC: 1.937"	"Broad"
"PARM1"	"Excit.Thal"	1.14972232126618	"LHb"	0.59402845027761	1.93546676212036	24	"Excit.Thal/LHb: 1.935"	"Broad"
"C11orf80"	"Excit.Thal"	1.79054174436797	"LHb"	0.926983155289354	1.93157959144259	25	"Excit.Thal/LHb: 1.932"	"Broad"
"GABRA4"	"Excit.Thal"	1.00859799356705	"Inhib.Thal"	0.522658129716696	1.92974706834419	26	"Excit.Thal/Inhib.Thal: 1.93"	"Broad"
"GALNT17"	"Excit.Thal"	2.08049095470007	"LHb"	1.09879453496428	1.89343038074693	27	"Excit.Thal/LHb: 1.893"	"Broad"
"LINC00937"	"Excit.Thal"	1.45170697126546	"OPC"	0.767112609786543	1.89243007186312	28	"Excit.Thal/OPC: 1.892"	"Broad"
"TMEM132B"	"Excit.Thal"	2.72482208431975	"OPC"	1.45771528488377	1.86924162254155	29	"Excit.Thal/OPC: 1.869"	"Broad"
"AP004608.1"	"Excit.Thal"	0.797611189174194	"LHb"	0.427279381887634	1.86672051820172	30	"Excit.Thal/LHb: 1.867"	"Broad"
"RBFOX1"	"Excit.Thal"	6.09408688407522	"OPC"	3.29643615453976	1.84868949325247	31	"Excit.Thal/OPC: 1.849"	"Broad"
"IQCJ-SCHIP1"	"Excit.Thal"	4.93346192458893	"LHb"	2.72725765244105	1.80894603785352	32	"Excit.Thal/LHb: 1.809"	"Broad"
"KCNK2"	"Excit.Thal"	0.917723598514478	"LHb"	0.51053339090336	1.7975780132434	33	"Excit.Thal/LHb: 1.798"	"Broad"
"LINC01284"	"Excit.Thal"	0.720021135837431	"LHb"	0.403158676694978	1.78594974499875	34	"Excit.Thal/LHb: 1.786"	"Broad"
"RAB37"	"Excit.Thal"	0.685219300331253	"LHb"	0.387778048186475	1.7670399434311	35	"Excit.Thal/LHb: 1.767"	"Broad"
"AL590705.1"	"Excit.Thal"	0.91591889322289	"LHb"	0.527832296936512	1.73524602139505	36	"Excit.Thal/LHb: 1.735"	"Broad"
"NTNG1"	"Excit.Thal"	3.89295068837824	"Astrocyte"	2.24466190106899	1.73431494806602	37	"Excit.Thal/Astrocyte: 1.734"	"Broad"
"SCPEP1"	"Excit.Thal"	0.892690095920985	"LHb"	0.514751902039124	1.73421427368157	38	"Excit.Thal/LHb: 1.734"	"Broad"
"MIR137HG"	"Excit.Thal"	2.87733056782735	"LHb"	1.67791221574414	1.71482783236743	39	"Excit.Thal/LHb: 1.715"	"Broad"
"HOOK1"	"Excit.Thal"	0.917293637695014	"LHb"	0.535003414311158	1.71455660498181	40	"Excit.Thal/LHb: 1.715"	"Broad"
"LINC01515"	"Excit.Thal"	1.08726894575794	"MHb"	0.636951633551147	1.70698823660468	41	"Excit.Thal/MHb: 1.707"	"Broad"
"ARHGEF28"	"Excit.Thal"	1.32496678298588	"LHb"	0.776873639599135	1.70551131541747	42	"Excit.Thal/LHb: 1.706"	"Broad"
"ATAD2"	"Excit.Thal"	0.6715604883364	"Inhib.Thal"	0.395037361059973	1.69999234131793	43	"Excit.Thal/Inhib.Thal: 1.7"	"Broad"
"ZNF804B"	"Excit.Thal"	2.21367529643958	"LHb"	1.30385539075241	1.69779203440816	44	"Excit.Thal/LHb: 1.698"	"Broad"
"AC068587.4"	"Excit.Thal"	3.11423411469038	"Astrocyte"	1.85662542168053	1.67736263778588	45	"Excit.Thal/Astrocyte: 1.677"	"Broad"
"FAM189A1"	"Excit.Thal"	2.38443103473897	"LHb"	1.4302119908222	1.66718713731957	46	"Excit.Thal/LHb: 1.667"	"Broad"
"TCERG1L"	"Excit.Thal"	1.10189588183047	"LHb"	0.665255671761188	1.65634947374944	47	"Excit.Thal/LHb: 1.656"	"Broad"
"LINC02755"	"Excit.Thal"	0.828050533000141	"MHb"	0.503338681415871	1.64511602937185	48	"Excit.Thal/MHb: 1.645"	"Broad"
"HECW1"	"Excit.Thal"	3.19430955321472	"OPC"	1.95946649758962	1.63019350274378	49	"Excit.Thal/OPC: 1.63"	"Broad"
"CFAP46"	"Excit.Thal"	0.695091216414294	"LHb"	0.429503937910225	1.61835819200238	50	"Excit.Thal/LHb: 1.618"	"Broad"
"CHAT"	"MHb"	0.939266147528903	"LHb"	0.017976481876239	52.2497201618972	1	"MHb/LHb: 52.25"	"Broad"
"LINC01307"	"MHb"	1.14333950325736	"LHb"	0.0477494928503414	23.9445371041083	2	"MHb/LHb: 23.945"	"Broad"
"NEUROD1"	"MHb"	1.37706757777602	"Endo"	0.0807361255761416	17.0563990772299	3	"MHb/Endo: 17.056"	"Broad"
"CHRNB4"	"MHb"	0.833018298723432	"Endo"	0.0543410082068821	15.3294597618072	4	"MHb/Endo: 15.329"	"Broad"
"LINC02143"	"MHb"	1.63912462956678	"Excit.Thal"	0.115453329876651	14.1972919388119	5	"MHb/Excit.Thal: 14.197"	"Broad"
"AC114321.1"	"MHb"	1.14058727677242	"Excit.Thal"	0.106747645025015	10.6848940461884	6	"MHb/Excit.Thal: 10.685"	"Broad"
"AC104170.1"	"MHb"	1.68145080179601	"Astrocyte"	0.163100904141949	10.3092672026675	7	"MHb/Astrocyte: 10.309"	"Broad"
"AC079760.2"	"MHb"	1.22079611353152	"Inhib.Thal"	0.128200277277481	9.52256999327072	8	"MHb/Inhib.Thal: 9.523"	"Broad"
"AC024610.2"	"MHb"	1.73807539775076	"Excit.Thal"	0.202779504136655	8.571257756797	9	"MHb/Excit.Thal: 8.571"	"Broad"
"AC022382.2"	"MHb"	1.26769424207586	"LHb"	0.147989328124825	8.56611931508058	10	"MHb/LHb: 8.566"	"Broad"
"LINC02240"	"MHb"	1.60121728435455	"Inhib.Thal"	0.199618902628472	8.02137103886759	11	"MHb/Inhib.Thal: 8.021"	"Broad"
"AC103843.1"	"MHb"	0.836810016969738	"LHb"	0.104841152658788	7.98169417016227	12	"MHb/LHb: 7.982"	"Broad"
"GNG8"	"MHb"	1.70032554753958	"LHb"	0.228148300188761	7.4527206476349	13	"MHb/LHb: 7.453"	"Broad"
"SLC5A7"	"MHb"	2.16252090556858	"LHb"	0.304543893388013	7.10085131411043	14	"MHb/LHb: 7.101"	"Broad"
"GPR149"	"MHb"	4.09093071581779	"Excit.Thal"	0.612546467306406	6.67856388725435	15	"MHb/Excit.Thal: 6.679"	"Broad"
"CERKL"	"MHb"	0.910482094937531	"Excit.Thal"	0.137106777599725	6.64067897209013	16	"MHb/Excit.Thal: 6.641"	"Broad"
"ROBO3"	"MHb"	1.98606636512802	"LHb"	0.311761986001098	6.37045712533095	17	"MHb/LHb: 6.37"	"Broad"
"LINC00616"	"MHb"	1.43265327616982	"Excit.Thal"	0.228054159942498	6.28207473405024	18	"MHb/Excit.Thal: 6.282"	"Broad"
"AC008415.1"	"MHb"	5.80834004481533	"Excit.Thal"	0.926297855082287	6.27048849670429	19	"MHb/Excit.Thal: 6.27"	"Broad"
"AC109466.1"	"MHb"	7.26019245569809	"Excit.Thal"	1.27658228688538	5.68721071119636	20	"MHb/Excit.Thal: 5.687"	"Broad"
"KCNMA1-AS1"	"MHb"	1.33797046943911	"LHb"	0.251910597732297	5.31129091623591	21	"MHb/LHb: 5.311"	"Broad"
"CHRNB3"	"MHb"	2.65095417247658	"LHb"	0.515850527002254	5.13899673202233	22	"MHb/LHb: 5.139"	"Broad"
"CYP1B1-AS1"	"MHb"	1.39998049838135	"Endo"	0.275517338245221	5.08127912129914	23	"MHb/Endo: 5.081"	"Broad"
"CPNE9"	"MHb"	3.21146060709149	"LHb"	0.644632144801645	4.98184993253736	24	"MHb/LHb: 4.982"	"Broad"
"GPR139"	"MHb"	0.829853954745731	"LHb"	0.171297716485881	4.8445126518317	25	"MHb/LHb: 4.845"	"Broad"
"ACOXL"	"MHb"	2.08721122195326	"LHb"	0.434649305506772	4.80205810870838	26	"MHb/LHb: 4.802"	"Broad"
"CD24"	"MHb"	0.793929063606076	"Excit.Thal"	0.180166359618706	4.40664431077091	27	"MHb/Excit.Thal: 4.407"	"Broad"
"CHRNA3"	"MHb"	1.72234072943669	"Inhib.Thal"	0.397063563344517	4.33769524186303	28	"MHb/Inhib.Thal: 4.338"	"Broad"
"SCUBE1"	"MHb"	1.72575708939853	"LHb"	0.399246518344543	4.32253510075504	29	"MHb/LHb: 4.323"	"Broad"
"RASGRP1"	"MHb"	2.32339594387233	"Excit.Thal"	0.561542103452367	4.13752758624521	30	"MHb/Excit.Thal: 4.138"	"Broad"
"KIAA2012"	"MHb"	0.753883773658572	"Excit.Thal"	0.201764532154666	3.73645340738417	31	"MHb/Excit.Thal: 3.736"	"Broad"
"CASZ1"	"MHb"	0.974134724311179	"LHb"	0.267036824565113	3.64794153726783	32	"MHb/LHb: 3.648"	"Broad"
