GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000184903    7  110663051  111562517      1       1  639063       3.7803    7.833e-05
ENSG00000106410    7  144397240  144410227      1       1  639063       3.9123    4.571e-05
ENSG00000130226    7  153887097  154894285      9       1  639063       4.2623   1.0116e-05
ENSG00000155093    7  157539056  158587788      1       1  639063       3.7498     8.85e-05
ENSG00000036448    8    2045040    2165552      1       1  639063       4.1277    1.832e-05
ENSG00000164733    8   11842524   11869448      3       1  639063       4.0293   2.7966e-05
ENSG00000165078    8   67422038   67746385      4       1  639063       3.9787    3.464e-05
ENSG00000140396    8   70109762   70403805      2       1  639063       3.7438   9.0626e-05
ENSG00000079102    8   91954967   92103286     46       1  639063       3.8379   6.2033e-05
ENSG00000169436    8  138588235  138914006      7       1  639063       4.0893   2.1632e-05
ENSG00000107036    9    5629025    5776557      1       1  639063         3.77    8.164e-05
ENSG00000235448    9   12700100   12814345      1       1  639063       4.0316     2.77e-05
ENSG00000188352    9   20658309   20995955      2       1  639063       4.0623   2.4299e-05
ENSG00000120156    9   27109141   27230175      6       1  639063       3.9545    3.835e-05
ENSG00000198722    9   35161992   35405338      2       1  639063       4.0766    2.285e-05
ENSG00000107242    9   68705414   69009176      4       1  639063       3.9178   4.4689e-05
ENSG00000229109    9   83219331   83234242      3       1  639063        3.808   7.0037e-05
ENSG00000136826    9  107484852  107490482      2       1  639063       4.4407   4.4823e-06
ENSG00000119326    9  108942569  109013529      1       1  639063       3.8192    6.695e-05
ENSG00000119414    9  125146573  125189939     12       1  639063       3.8803   5.2162e-05
ENSG00000136933    9  125200542  125234158      4       1  639063       3.8844   5.1283e-05
ENSG00000166171   10  101570560  101609668      2       1  639063         3.92    4.427e-05
ENSG00000107829   10  101610664  101695295      4       1  639063       3.7305   9.5558e-05
ENSG00000120029   10  101845599  102056193      9       1  639063       3.7887   7.5719e-05
ENSG00000187398   11   24496970   25082631      6       1  639063       4.1272   1.8362e-05
ENSG00000205213   11   27365961   27472775      4       1  639063       4.2941   8.7685e-06
ENSG00000166004   11   93661639   93730358      2       1  639063       3.9189   4.4478e-05
ENSG00000214376   11   93818232   93850531      1       1  639063       3.7258    9.733e-05
ENSG00000149294   11  112961247  113278436     13       1  639063       4.0384   2.6907e-05
ENSG00000137709   11  120236640  120319944      1       1  639063       3.8546    5.797e-05
ENSG00000139044   12     460364     563509      5       2  639063       5.0472   2.2414e-07
ENSG00000188991   12   16188485   16277685      2       1  639063       3.9361   4.1405e-05
ENSG00000133704   12   30628988   30695986      1       1  639063       3.7312    9.528e-05
ENSG00000170374   12   53326575   53345315      1       1  639063        3.728    9.652e-05
ENSG00000249753   12   63623788   63795718      1       1  639063       3.7205    9.942e-05
ENSG00000123066   12  115953872  116277338      3       1  639063       3.7442   9.0499e-05
ENSG00000139505   13   25246201   25288009      2       1  639063       4.0876   2.1793e-05
ENSG00000189403   13   30456704   30617597      4       1  639063       3.7049   0.00010576
ENSG00000186047   13   50711008   50843939      4       1  639063        3.842   6.1027e-05
ENSG00000237152   13   50807856   50849905      3       1  639063       3.8289   6.4371e-05
ENSG00000118922   13   73686089   73995056      3       1  639063       3.9459   3.9753e-05
ENSG00000233009   13  100708325  101059286     17       1  639063       4.0025   3.1338e-05
ENSG00000151322   14   32934933   33804176      1       1  639063       3.7657    8.303e-05
ENSG00000198807   14   36657568   36679715      1       1  639063       3.7765    7.952e-05
ENSG00000258969   14   43995781   44384545      1       1  639063       3.7567    8.608e-05
ENSG00000248550   14   56813183   57152177      5       1  639063       4.5784   2.3431e-06
ENSG00000021645   14   78170373   79868290      5       1  639063        4.829   6.8597e-07
ENSG00000258637   14   79661666   79791263      5       1  639063        4.829   6.8597e-07
ENSG00000137766   15   54012904   54633414     26       1  639063       4.4564   4.1676e-06
ENSG00000069667   15   60488284   61229319      2       1  639063       3.7678   8.2344e-05
ENSG00000171914   15   62390526   62844631      1       1  639063       3.7719    8.099e-05
ENSG00000140564   15   90868592   90883458      2       1  639063       4.2573   1.0346e-05
ENSG00000188897   16   11359845   11523588      2       1  639063       3.9109   4.5985e-05
ENSG00000180422   16   89159146   89164245      3       1  639063       3.6037   0.00015688
ENSG00000282199   17   43914433   43923001      2       1  639063       3.5995   0.00015942
ENSG00000267420   17   43927563   43932622      1       1  639063       3.7603    8.486e-05
ENSG00000136451   17   57971547   57988259      3       1  639063       4.0369   2.7078e-05
ENSG00000266086   17   57989038   58005253      2       1  639063        3.873   5.3762e-05
ENSG00000173482   18    7566782    8406861      1       1  639063       3.7907     7.51e-05
ENSG00000176136   18   13824149   13827323      7       1  639063       3.8067   7.0417e-05
ENSG00000176624   18   51174550   51218304      5       1  639063       3.8081    7.003e-05
ENSG00000198796   18   58481247   58628957      2       1  639063       3.8254   6.5281e-05
ENSG00000172175   18   58671386   58754477      2       1  639063       3.6838   0.00011491
ENSG00000267476   18   58672613   58752730      2       1  639063       3.6838   0.00011491
ENSG00000264015   18   77421619   77560763      1       1  639063       3.9013    4.783e-05
ENSG00000099821   19     617224     633604      1       1  639063        3.851    5.883e-05
ENSG00000099875   19    2037465    2051244      3       1  639063        4.029   2.8009e-05
ENSG00000131944   19   32972209   32978222      1       1  639063       3.7268    9.696e-05
ENSG00000130202   19   44846175   44889228      1       1  639063       3.9618     3.72e-05
ENSG00000168734   20   44531785   44624247      1       1  639063       3.7721    8.094e-05
